Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12
,Dharamsala,ODI,New Zealand,Matt Henry,Right,39.3,Fast,Good Length,,Flick,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,39.4,Fast,Short Ball,,Pull Shot,1,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,39.6,Fast,Full Ball,,Leave,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,40.2,Spin,Off Spin,,Flick,2,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,40.3,Spin,Slower Ball,,Cover Drive,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,40.4,Spin,Full Ball,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,40.5,Spin,Full Ball,,Flick,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,41.4,Spin,Off Spin,,Cover Drive,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,42.2,Spin,Full Ball,,Cover Drive,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,42.3,Spin,Full Ball,,Cover Drive,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,42.6,Spin,Good Length,,Back Foot Defence,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,43.1,Spin,Full Ball,,Cover Drive,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,43.2,Spin,Full Ball,,Back Foot Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,43.3,Spin,Full Ball,,Square Drive,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,43.39999999999999,Spin,Good Length,,Back Foot Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,43.499999999999986,Spin,Full Ball,,On Drive,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,44.3,Fast,Good Length,,Flick,0,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,44.4,Fast,Short Ball,,Pull Shot,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,45.2,Spin,Full Ball,,On Drive,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,45.4,Spin,Good Length,,Square Drive,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,45.5,Spin,Full Ball,,Cover Drive,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,46.1,Fast,Short Ball,,Pull Shot,6,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,46.2,Fast,Short Ball,,Pull Shot,0,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,46.3,Fast,Full Ball,,Straight Drive,4,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,46.39999999999999,Fast,Full Ball,,Square Drive,0,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,46.499999999999986,Fast,Good Length,,Flick,1,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,47.1,Fast,Short Ball,,Flick,2,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,47.2,Fast,Yorker,,Square Drive,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,47.3,Fast,Short Ball,,Pull Shot,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,47.39999999999999,Fast,Good Length,,Flick,W,Caught
2023-10-29 00:00:00,Lucknow,ODI,England,David Willey,Left,4.3,Fast,Full Ball,,Forward Defence,0,
,Lucknow,ODI,England,David Willey,Left,4.4,Fast,Good Length,,Leave,0,
,Lucknow,ODI,England,David Willey,Left,4.5,Fast,Full Ball,,Flick,0,
,Lucknow,ODI,England,David Willey,Left,4.6,Fast,Full Ball,,Square Drive,0,
,Lucknow,ODI,England,David Willey,Left,6.1,Fast,Full Ball,,Cover Drive,0,
,Lucknow,ODI,England,David Willey,Left,6.2,Fast,Full Ball,,Forward Defence,0,
,Lucknow,ODI,England,David Willey,Left,6.3,Fast,Full Ball,,Cover Drive,0,
,Lucknow,ODI,England,David Willey,Left,6.4,Fast,Good Length,,Square Drive,0,
,Lucknow,ODI,England,David Willey,Left,6.5,Fast,Good Length,,Off Drive,W,Caught
2023-11-02 00:00:00,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,0.3,Fast,Full Ball,,Flick,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,0.4,Fast,Short Ball,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,0.5,Fast,Full Ball,,Straight Drive,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,0.6,Fast,Full Ball,,Flick,4,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,2.1,Fast,Full Ball,,Flick,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,2.2,Fast,Full Ball,,Flick,4,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,2.3,Fast,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,2.3999999999999995,Fast,Short Ball,,Leave,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,2.499999999999999,Fast,Full Ball,,Flick,1,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,3.1,Fast,Good Length,,Square Drive,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,3.2,Fast,Good Length,,Off Drive,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,3.3,Fast,Full Ball,,Flick,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,3.3999999999999995,Fast,Good Length,142.8,Flick,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,3.5,Fast,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,3.6,Fast,Short Ball,,Leave,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,4.6,Fast,Slower Ball,,Flick,1,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,5.1,Fast,Good Length,,Off Drive,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,5.2,Fast,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,5.3,Fast,Good Length,140.7,Square Drive,4,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,5.3999999999999995,Fast,Short Ball,,Square Drive,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,5.499999999999999,Fast,Good Length,,Off Drive,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,5.599999999999999,Fast,Full Ball,141.3,On Drive,4,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,6.4,Fast,Full Ball,129.1,Straight Drive,4,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,6.5,Fast,Inswinger,,Flick,4,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,6.6,Fast,Full Ball,,Straight Drive,0,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,9.1,Fast,Short Ball,,Back Foot Defence,1,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,9.3,Fast,Good Length,,Leave,0,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,9.4,Fast,Full Ball,,Square Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,10.1,Spin,Full Ball,,Cover Drive,4,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,10.2,Spin,Full Ball,,Straight Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,10.4,Spin,Good Length,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,10.6,Spin,Good Length,,Flick,0,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,11.2,Fast,Full Ball,,Flick,1,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,11.4,Fast,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,11.5,Fast,Good Length,,Square Drive,0,
,Wankhede,ODI,Sri Lanka,Angelo Mathews,Right,11.6,Fast,Good Length,,Flick,0,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,12.1,Spin,Full Ball,,Square Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,12.3,Spin,Good Length,,Flick,1,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,13.1,Fast,Slower Ball,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,13.4,Fast,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,13.5,Fast,Full Ball,,Flick,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,14.1,Spin,Short Ball,,Back Foot Defence,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,14.3,Spin,Good Length,,Leave,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,14.4,Spin,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,14.5,Spin,Full Ball,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,15.1,Fast,Full Ball,133.8,Straight Drive,4,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,15.2,Fast,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,15.3,Fast,Short Ball,,Pull Shot,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,16.1,Spin,Full Ball,,Sweep,2,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,16.1,Spin,Full Ball,,On Drive,2,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,16.2,Spin,Full Ball,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,16.4,Spin,Full Ball,,On Drive,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,16.5,Spin,Good Length,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,17.5,Fast,Good Length,,Forward Defence,0,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,17.6,Fast,Good Length,,Flick,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,18.5,Spin,Full Ball,,Cover Drive,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,18.6,Spin,Full Ball,,Flick,1,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,19.1,Fast,Good Length,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Dashun Hemantha,Right,20.1,Spin,Off Spin,,Straight Drive,1,
,Wankhede,ODI,Sri Lanka,Dashun Hemantha,Right,20.4,Spin,Off Spin,,Back Foot Defence,1,
,Wankhede,ODI,Sri Lanka,Dashun Hemantha,Right,20.6,Spin,Short Ball,,Square Drive,2,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,21.4,Fast,Full Ball,136.5,On Drive,4,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,21.5,Fast,Short Ball,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Kasun Rajitha,Right,21.6,Fast,Good Length,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana ,Right,22.1,Spin,Off Spin,,Off Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana ,Right,22.3,Spin,Googly,,Leave,0,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana ,Right,22.4,Spin,Off Spin,,Off Drive,1,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,23.2,Fast,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,23.3,Fast,Slower Ball,,Front Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,23.4,Fast,Slower Ball,,Square Drive,1,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,23.5,Fast,Full Ball,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,24.1,Spin,Off Spin,,Flick,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,24.3,Spin,Leg Spin,,Square Drive,4,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,24.4,Spin,Googly,,Straight Drive,1,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,25.1,Fast,Full Ball,137.1,On Drive,4,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,25.2,Fast,Good Length,,Off Drive,1,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,25.4,Fast,Good Length,,Straight Drive,3,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,25.6,Fast,Full Ball,,Cover Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,26.1,Spin,Good Length,,On Drive,0,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,26.2,Spin,Short Ball,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,26.3,Spin,Full Ball,,On Drive,1,
,Wankhede,ODI,Sri Lanka,Maheesh Theekshana,Right,26.6,Spin,Good Length,,Cover Drive,0,
,Wankhede,ODI,Sri Lanka,Dushmantha Chameera,Right,27.6,Fast,Slower Ball,,Paddle Sweep,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,28.1,Spin,Short Ball,,Back Foot Defence,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,28.5,Spin,Good Length,,Straight Drive,1,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,29.1,Fast,Slower Ball,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,29.2,Fast,Slower Ball,,Straight Drive,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,30.1,Spin,Full Ball,,Cover Drive,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,30.2,Spin,Full Ball,,Front Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,30.3,Spin,Full Ball,,Cover Drive,1,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,30.5,Spin,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,Sri Lanka,Dushan Hemantha,Right,30.6,Spin,Good Length,,Off Drive,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,31.2,Fast,Slower Ball,,Cover Drive,0,
,Wankhede,ODI,Sri Lanka,Dilshan Madushanka,Left,31.3,Fast,Straight Seam,,Cover Drive,W,Caught
2023-11-05 00:00:00,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,5.6,Fast,Short Ball,,Leave,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,7.1,Fast,Short Ball,,Back Foot Defence,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,7.2,Fast,Outswinger,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,7.3,Fast,Good Length,,Cover Drive,4,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,7.3999999999999995,Fast,Outswinger,,Leave,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,7.499999999999999,Fast,Inswinger,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,7.599999999999999,Fast,Outswinger,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,8.4,Fast,Short Ball,,Front Foot Defence,0,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,8.5,Fast,Full Ball,136.1,Flick,4,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,8.6,Fast,Short Ball,,Flick,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,9.1,Fast,Good Length,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,9.2,Fast,Good Length,,Cover Drive,4,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,9.3,Fast,Full Ball,,On Drive,4,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,9.4,Fast,Short Ball,,Back Foot Defence,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,10.1,Spin,Full Ball,,Cover Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,12.1,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,12.3,Spin,Full Ball,,Sweep,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,12.4,Spin,Full Ball,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,12.5,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,13.1,Fast,Outswinger,,Leave,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,13.4,Fast,Good Length,,Square Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,14.5,Spin,Good Length,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,15.1,Fast,Good Length,,Leave,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,15.2,Fast,Full Ball,,Square Drive,1,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,15.5,Fast,Good Length,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,15.6,Fast,Slower Ball,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,16.2,Spin,Full Ball,,Sweep,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,16.4,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,17.1,Fast,Good Length,,Square Drive,2,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,17.2,Fast,Outswinger,,Leave,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,17.3,Fast,Good Length,,Flick,4,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,17.400000000000002,Fast,Slower Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,17.500000000000004,Fast,Full Ball,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,17.600000000000005,Fast,Full Ball,,Cover Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,18.1,Spin,Full Ball,,Flick,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,18.4,Spin,Full Ball,,Forward Defence,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,19.1,Spin,Good Length,,Flick,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,19.2,Spin,Good Length,,Sweep,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,20.1,Spin,Full Ball,,Leave,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,20.2,Spin,Good Length,,Back Foot Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,20.3,Spin,Good Length,,Back Foot Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,20.4,Spin,Short Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,20.6,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,21.1,Spin,Good Length,,Flick,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,21.2,Spin,Full Ball,,Sweep,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,21.5,Spin,Good Length,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,21.6,Spin,Full Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,22.3,Spin,Full Ball,,On Drive,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,22.4,Spin,Short Ball,,Back Foot Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,22.5,Spin,Slower Ball,,Back Foot Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,22.6,Spin,Full Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,23.3,Spin,Full Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,23.4,Spin,Full Ball,,On Drive,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,23.5,Spin,Full Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,24.1,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,24.6,Spin,Good Length,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,25.2,Spin,Full Ball,,Sweep,2,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,25.3,Spin,Full Ball,,Sweep,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,25.5,Spin,Good Length,,Paddle Sweep,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,25.6,Spin,Good Length,,Pull Shot,2,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,26.2,Spin,Good Length,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,26.3,Spin,Short Ball,,Pull Shot,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,26.4,Spin,Slower Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,26.5,Spin,Good Length,,Leave,0,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,26.6,Spin,Good Length,,Flick,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,27.1,Spin,Good Length,,Square Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,28.2,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,28.4,Spin,Short Ball,,Back Foot Defence,2,
,Eden Gardens,ODI,South Africa,Keshav Maharaj,Left,28.5,Spin,Good Length,,Cover Drive,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,29.4,Spin,Full Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,31.1,Fast,Short Ball,,Back Foot Defence,1,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,31.4,Fast,Good Length,,Square Drive,0,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,31.5,Fast,Short Ball,,Back Foot Defence,0,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,31.6,Fast,Good Length,,On Drive,0,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,32.2,Fast,Short Ball,,Cover Drive,1,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,33.2,Fast,Good Length,,Cover Drive,1,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,33.4,Fast,Short Ball,,Pull Shot,4,
,Eden Gardens,ODI,South Africa,Aiden Markram,Right,33.5,Fast,Short Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,34.1,Fast,Full Ball,,Flick,4,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,34.2,Fast,Slower Ball,,Leave,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,34.3,Fast,Slower Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,34.4,Fast,Outswinger,,On Drive,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,34.5,Fast,Straight Seam,,Back Foot Defence,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,35.1,Fast,Good Length,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,35.2,Fast,Slower Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,35.6,Fast,Bouncer,,Pull Shot,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,37.1,Fast,Full Ball,,Pull Shot,4,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,37.2,Fast,Good Length,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,38.2,Fast,Yorker,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,38.3,Fast,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,38.5,Fast,Full Ball,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Lungi Ngidi,Right,38.6,Fast,Yorker,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,39.3,Fast,Yorker,,On Drive,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,39.5,Fast,Good Length,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,39.6,Fast,Good Length,,Cover Drive,0,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,40.2,Fast,Yorker,,Square Drive,1,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,40.4,Fast,Full Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,41.1,Spin,Full Ball,,Pull Shot,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,41.2,Spin,Good Length,,Leave,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,41.3,Spin,Short Ball,,Pull Shot,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,41.6,Spin,Full Ball,,Pull Shot,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,43.1,Spin,Good Length,,Cover Drive,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,43.4,Spin,Full Ball,,Sweep,2,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,43.5,Spin,Off Spin,,On Drive,1,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,44.1,Fast,Full Ball,134.3,Helicopter Shot,4,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,44.2,Fast,Yorker,,Flick,2,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,44.3,Fast,Yorker,,On Drive,0,
,Eden Gardens,ODI,South Africa,Marco Jansen,Left,44.4,Fast,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,45.1,Spin,Full Ball,,Flick,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,45.2,Spin,Good Length,,Sweep,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,45.4,Spin,Full Ball,,On Drive,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,46.1,Fast,Outswinger,,Back Foot Defence,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,46.3,Fast,Full Ball,,Flick,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,46.5,Fast,Inswinger,,On Drive,4,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,46.6,Fast,Yorker,,Forward Defence,0,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,47.3,Spin,Good Length,,On Drive,1,
,Eden Gardens,ODI,South Africa,Tabraiz Shamsi,Left,47.5,Spin,Good Length,,Flick,1,
