Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12
,Chennai,ODI,Australia,Adam Zampa,Right,34.3,Spin,Full Ball,,Cover Drive,1,
,Chennai,ODI,Australia,Adam Zampa,Right,34.5,Spin,Full Ball,,Front Foot Defence,0,
,Chennai,ODI,Australia,Adam Zampa,Right,34.6,Spin,Full Ball,,Cover Drive,1,
,Chennai,ODI,Australia,Josh Hazlewood,Right,35.1,Fast,Full Ball,,On Drive,1,
,Chennai,ODI,Australia,Adam Zampa,Right,36.2,Spin,Good Length,,Back Foot Defence,2,
,Chennai,ODI,Australia,Adam Zampa,Right,36.3,Spin,Full Ball,,On Drive,1,
,Chennai,ODI,Australia,Adam Zampa,Right,36.6,Spin,Full Ball,,On Drive,1,
,Chennai,ODI,Australia,Josh Hazlewood,Right,37.1,Fast,Good Length,,On Drive,0,
,Chennai,ODI,Australia,Josh Hazlewood,Right,37.2,Fast,Good Length,,Pull Shot,0,
,Chennai,ODI,Australia,Josh Hazlewood,Right,37.3,Fast,Full Ball,,Cover Drive,0,
,Chennai,ODI,Australia,Josh Hazlewood,Right,37.39999999999999,Fast,Straight Seam,,Pull Shot,W,Caught
2023-10-11 00:00:00,Delhi,ODI,Afghanistan,Rashid Khan,Right,18.5,Spin,Googly,,Flick,1,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,19.5,Fast,Full Ball,,Straight Drive,0,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,19.6,Fast,Outswinger,,Leave,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,20.1,Spin,Full Ball,90.2,Cover Drive,4,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,20.2,Spin,Good Length,,Front Foot Defence,0,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,20.3,Spin,Good Length,,Flick,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,20.5,Spin,Short Ball,,Pull Shot,1,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,21.4,Fast,Good Length,,Flick,0,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,21.5,Fast,Slower Ball,,Leave,0,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,21.6,Fast,Good Length,,Forward Defence,0,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,22.6,Spin,Full Ball,,On Drive,1,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,23.1,Fast,Straight Seam,,Flick,0,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,23.2,Fast,Slower Ball,,Front Foot Defence,0,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,23.3,Fast,Full Ball,,Flick,1,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,23.5,Fast,Full Ball,,Flick,0,
,Delhi,ODI,Afghanistan,Naveen-ul-Haq,Right,23.6,Fast,Slower Ball,,Leave,1,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,24.1,Fast,Full Ball,,Straight Drive,0,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,24.2,Fast,Good Length,,Pull Shot,4,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,24.3,Fast,Full Ball,,Straight Drive,0,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,24.400000000000002,Fast,Good Length,,Pull Shot,0,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,24.500000000000004,Fast,Short Ball,,Flick,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,25.1,Spin,Googly,,Square Drive,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,25.3,Spin,Good Length,,Flick,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,25.6,Spin,Googly,,On Drive,1,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,26.1,Fast,Full Ball,,Flick,4,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,26.2,Fast,Full Ball,,Straight Drive,0,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,26.3,Fast,Full Ball,,Flick,0,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,26.400000000000002,Fast,Outswinger,,Leave,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,27.1,Spin,Good Length,,Square Drive,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,27.3,Spin,Short Ball,,Flick,4,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,27.4,Spin,Good Length,,Cover Drive,0,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,27.5,Spin,Short Ball,,Square Drive,1,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,28.1,Spin,Off Spin,,On Drive,1,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,28.4,Spin,Good Length,,Flick,2,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,28.5,Spin,Off Spin,,Square Drive,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,29.1,Spin,Good Length,,Straight Drive,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,29.3,Spin,Full Ball,,On Drive,1,
,Delhi,ODI,Afghanistan,Rashid Khan,Right,29.6,Spin,Full Ball,,On Drive,1,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,30.1,Spin,Off Spin,,On Drive,1,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,30.4,Spin,Off Spin,,Flick,0,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,30.5,Spin,Off Spin,,Forward Defence,0,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,30.6,Spin,Off Spin,,Square Drive,0,
,Delhi,ODI,Afghanistan,Fazalhaq Farooqi,Right,31.2,Fast,Outswinger,,Leave,0,
,Delhi,ODI,Afghanistan,Fazalhaq Farooqi,Right,31.3,Fast,Good Length,,Square Drive,1,
,Delhi,ODI,Afghanistan,Fazalhaq Farooqi,Right,31.5,Fast,Full Ball,,Cover Drive,1,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,32.3,Spin,Short Ball,,Pull Shot,2,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,32.4,Spin,Full Ball,,On Drive,1,
,Delhi,ODI,Afghanistan,Mujeeb Ur Rahamn,Right,32.6,Spin,Yorker,,Square Drive,0,
,Delhi,ODI,Afghanistan,Fazalhaq Farooqi,Right,33.2,Fast,Good Length,,Square Drive,0,
,Delhi,ODI,Afghanistan,Fazalhaq Farooqi,Right,33.3,Fast,Full Ball,,Flick,0,
,Delhi,ODI,Afghanistan,Fazalhaq Farooqi,Right,33.4,Fast,Good Length,,Paddle Sweep,1,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,34.1,Fast,Good Length,,Back Foot Defence,4,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,34.2,Fast,Bouncer,,Leave,0,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,34.3,Fast,Short Ball,,Pull Shot,1,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,34.5,Fast,Short Ball,,Pull Shot,2,
,Delhi,ODI,Afghanistan,Azmatullah Omarzai,Right,34.6,Fast,Short Ball,,Pull Shot,4,Not Out
2023-10-14 00:00:00,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,2.6,Fast,Full Ball,,Cover Drive,0,
,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,4.1,Fast,Full Ball,,Cover Drive,1,
,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,4.5,Fast,Good Length,,Forward Defence,0,
,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,4.6,Fast,Good Length,,Cover Drive,4,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,5.2,Fast,Good Length,,Forward Defence,0,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,5.3,Fast,Good Length,,Cover Drive,0,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,5.3999999999999995,Fast,Good Length,,Cover Drive,0,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,5.499999999999999,Fast,Good Length,,Cover Drive,0,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,5.599999999999999,Fast,Slower Ball,,Cover Drive,0,
,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,6.4,Fast,Short Ball,,Pull Shot,4,
,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,6.5,Fast,Good Length,,Cover Drive,4,
,Ahmedabad,ODI,Pakistan,Shaheen Shah Afridi,Left,6.6,Fast,Good Length,,Flick,0,
,Ahmedabad,ODI,Pakistan,Mohammad Nawaz,Left,7.2,Spin,Off Spin,,Straight Drive,1,
,Ahmedabad,ODI,Pakistan,Haris Rouf,Right,8.4,Fast,Good Length,,Cover Drive,1,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,9.2,Fast,Good Length,,Cover Drive,1,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,9.4,Fast,Good Length,,Square Drive,0,
,Ahmedabad,ODI,Pakistan,Hasan Ali,Right,9.5,Fast,Short Ball,,Pull Shot,W,Caught
2023-10-19 00:00:00,Pune,ODI,Bangladesh,Hasan Mahmud,Right,12.5,Fast,Yorker,,Flick,2,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,12.5,Fast,Full Ball,,Straight Drive,4,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,12.5,Fast,Full Ball,,Straight Drive,6,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,12.6,Fast,Good Length,,Straight Drive,1,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,13.1,Fast,Full Ball,,Cover Drive,1,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,13.4,Fast,Short Ball,,Leave,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,13.5,Fast,Good Length,,Forward Defence,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,13.6,Fast,Good Length,,Square Drive,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,14.1,Spin,Off Spin,,Flick,4,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,14.2,Spin,Off Spin,,Forward Defence,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,14.3,Spin,Off Spin,,Square Drive,1,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,15.1,Fast,Good Length,,Forward Defence,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,15.2,Fast,Good Length,,Cover Drive,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,15.3,Fast,Short Ball,,Pull Shot,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,16.2,Spin,Off Spin,,On Drive,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,16.4,Spin,Off Spin,,On Drive,2,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,16.5,Spin,Off Spin,,On Drive,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,17.3,Spin,Off Spin,,Pull Shot,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,17.6,Spin,Off Spin,,Square Drive,0,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,18.2,Fast,Short Ball,,Pull Shot,2,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,18.3,Fast,Good Length,,Forward Defence,0,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,18.4,Fast,Short Ball,,Flick,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,18.6,Fast,Good Length,,Forward Defence,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,19.4,Spin,Full Ball,,Cover Drive,4,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,19.5,Spin,Full Ball,,On Drive,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,20.1,Fast,Good Length,,Front Foot Defence,0,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,20.2,Fast,Straight Seam,,Flick,0,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,20.3,Fast,Full Ball,,Off Drive,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,21.1,Spin,Off Spin,,Straight Drive,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,21.4,Spin,Off Spin,,Flick,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,21.5,Spin,Off Spin,,Flick,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,21.6,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,22.1,Fast,Short Ball,,Leave,0,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,22.2,Fast,Good Length,,Off Drive,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,22.5,Fast,Short Ball,,Leave,0,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,22.6,Fast,Slower Ball,,Square Drive,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,23.3,Spin,Off Spin,,Back Foot Defence,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,23.5,Spin,Off Spin,,Flick,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,23.6,Spin,Off Spin,,Paddle Sweep,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,24.1,Fast,Good Length,,Front Foot Defence,0,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,24.2,Fast,Good Length,,Straight Drive,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,24.4,Fast,Short Ball,,Pull Shot,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,25.1,Spin,Off Spin,,Forward Defence,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,25.2,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,25.4,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,26.1,Fast,Good Length,,Off Drive,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,26.5,Fast,Short Ball,132,Pull Shot,4,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,26.6,Fast,Good Length,,Flick,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,27.1,Spin,Off Spin,,Flick,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,27.2,Spin,Off Spin,,Off Drive,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,27.5,Spin,Off Spin,,Straight Drive,1,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,28.1,Fast,Full Ball,,Straight Drive,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,28.2,Fast,Bouncer,,Leave,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,28.3,Fast,Full Ball,,Cover Drive,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,28.400000000000002,Fast,Bouncer,,Leave,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,28.500000000000004,Fast,Good Length,,Front Foot Defence,0,
,Pune,ODI,Bangladesh,Mustafizur Rahman,Left,28.600000000000005,Fast,Good Length,131.1,Cover Drive,4,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,29.6,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,30.1,Spin,Off Spin,,Back Foot Defence,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,31.4,Spin,Off Spin,,Back Foot Defence,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,31.5,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Mahmudullah Riyad,Right,32.2,Spin,Off Spin,,Back Foot Defence,1,
,Pune,ODI,Bangladesh,Mahmudullah Riyad,Right,32.4,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Mahmudullah Riyad,Right,32.6,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,33.1,Spin,Off Spin,,Flick,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,33.2,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,33.4,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,34.1,Fast,Good Length,,Off Drive,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,35.1,Spin,Off Spin,,Front Foot Defence,0,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,35.2,Spin,Off Spin,,Square Drive,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,35.6,Spin,Off Spin,,Flick,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,36.1,Fast,Full Ball,,Straight Drive,1,
,Pune,ODI,Bangladesh,Shoriful Islam,Left,36.3,Fast,Short Ball,,Pull Shot,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,37.2,Spin,Off Spin,,Back Foot Defence,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,37.4,Spin,Off Spin,,Pull Shot,1,
,Pune,ODI,Bangladesh,Mehidy Hasan Miraz,Right,37.6,Spin,Off Spin,,Straight Drive,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,38.1,Fast,Good Length,,Flick,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,38.3,Fast,Good Length,,On Drive,0,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,38.4,Fast,Good Length,,Off Drive,0,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,38.5,Fast,Slower Ball,131.7,Helicopter Shot,6,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,38.6,Fast,Good Length,,Square Drive,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,39.1,Spin,Off Spin,,Sweep,4,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,39.2,Spin,Off Spin,,Forward Defence,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,39.3,Spin,Off Spin,,Square Drive,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,39.39999999999999,Spin,Off Spin,,Helicopter Shot,6,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,39.499999999999986,Spin,Off Spin,,Square Drive,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,39.59999999999998,Spin,Off Spin,,Square Drive,1,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,40.1,Fast,Full Ball,,On Drive,0,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,40.2,Fast,Yorker,,Flick,2,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,40.3,Fast,Short Ball,,Flick,0,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,40.39999999999999,Fast,Yorker,,Flick,2,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,40.499999999999986,Fast,Full Toss,,Pull Shot,0,
,Pune,ODI,Bangladesh,Hasan Mahmud,Right,40.59999999999998,Fast,Full Ball,,Straight Drive,1,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,41.1,Spin,Off Spin,,Leave,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,41.2,Spin,Off Spin,,Straight Drive,0,
,Pune,ODI,Bangladesh,Nasum Ahmed,Left,41.3,Spin,Off Spin,96,Flick,6,Not Out
2023-10-22 00:00:00,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,11.2,Fast,Full Ball,,Front Foot Defence,0,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,11.3,Fast,Good Length,,Leave,0,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,11.4,Fast,Good Length,,Square Drive,4,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,11.5,Fast,Full Ball,,Front Foot Defence,0,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,11.6,Fast,Full Ball,,Front Foot Defence,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,12.3,Spin,Off Spin,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,12.4,Spin,Off Spin,,Front Foot Defence,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,12.5,Spin,Off Spin,,Back Foot Defence,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,12.6,Spin,Off Spin,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,14.1,Spin,Off Spin,,On Drive,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,14.2,Spin,Off Spin,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,14.5,Spin,Off Spin,,Straight Drive,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,14.6,Spin,Off Spin,,Straight Drive,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,15.1,Fast,Short Ball,,Square Drive,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,16.1,Spin,Off Spin,,Flick,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,16.4,Spin,Off Spin,,Flick,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,16.6,Spin,Off Spin,,Straight Drive,0,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,17.2,Fast,Full Ball,141,Cover Drive,4,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,17.3,Fast,Good Length,,Square Drive,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,17.5,Fast,Good Length,138.7,Off Drive,0,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,17.6,Fast,Good Length,,Flick,4,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,18.2,Spin,Off Spin,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,18.3,Spin,Off Spin,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,18.4,Spin,Off Spin,,Straight Drive,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,19.1,Fast,Good Length,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,19.2,Fast,Short Ball,,Pull Shot,0,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,19.3,Fast,Good Length,,Square Drive,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,20.6,Spin,Off Spin,,Off Drive,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,21.1,Fast,Good Length,,Flick,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,22.1,Spin,Off Spin,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,22.2,Spin,Off Spin,,Back Foot Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,22.3,Spin,Off Spin,,Straight Drive,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,23.1,Fast,Good Length,,Flick,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,24.4,Spin,Off Spin,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,24.5,Spin,Off Spin,,Flick,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,24.6,Spin,Off Spin,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,25.3,Fast,Full Ball,,Cover Drive,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,25.5,Fast,Good Length,137,Square Drive,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,26.2,Spin,Off Spin,,Back Foot Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,26.3,Spin,Off Spin,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,26.4,Spin,Off Spin,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,26.5,Spin,Off Spin,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,26.6,Spin,Off Spin,,Off Drive,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,27.2,Fast,Good Length,,Square Drive,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,27.3,Fast,Good Length,,Flick,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,27.4,Fast,Short Ball,,Pull Shot,1,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,27.6,Fast,Good Length,,Flick,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,28.1,Spin,Off Spin,,Cover Drive,6,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,28.2,Spin,Off Spin,,Flick,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,28.5,Spin,Off Spin,,Flick,0,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,28.6,Spin,Off Spin,,Back Foot Defence,1,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,29.1,Fast,Full Ball,138,Off Drive,4,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,29.2,Fast,Good Length,,Square Drive,1,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,29.4,Fast,Good Length,,Forward Defence,0,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,29.5,Fast,Full Ball,,Off Drive,1,
,Dharamsala,ODI,New Zealand,Rachin Rabindra,Left,30.2,Spin,Off Spin,,Flick,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,31.1,Fast,Good Length,,Flick,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,31.6,Fast,Good Length,138.5,Square Drive,4,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,32.3,Spin,Off Spin,,On Drive,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,32.6,Spin,Off Spin,80.4,Back Foot Defence,1,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,33.1,Fast,Full Ball,,Cover Drive,0,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,33.2,Fast,Short Ball,,Pull Shot,2,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,33.3,Fast,Full Ball,,Flick,2,
,Dharamsala,ODI,New Zealand,Trent Boult,Left,33.4,Fast,Good Length,,Pull Shot,1,
,Dharamsala,ODI,New Zealand,Mitchell Santner,Left,34.1,Spin,Off Spin,,Off Drive,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,35.1,Fast,Short Ball,,Square Drive,1,
,Dharamsala,ODI,New Zealand,Glenn Phillips,Right,36.1,Spin,Off Spin,,Flick,4,
,Dharamsala,ODI,New Zealand,Glenn Phillips,Right,36.2,Spin,Off Spin,,Flick,1,
,Dharamsala,ODI,New Zealand,Glenn Phillips,Right,36.6,Spin,Off Spin,,Flick,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,37.1,Fast,Good Length,,Cover Drive,1,
,Dharamsala,ODI,New Zealand,Lockie Ferguson,Right,37.6,Fast,Short Ball,,Pull Shot,4,
,Dharamsala,ODI,New Zealand,Glenn Phillips,Right,38.2,Spin,Full Ball,,Flick,1,
,Dharamsala,ODI,New Zealand,Glenn Phillips,Right,38.5,Spin,Full Ball,,Flick,1,
,Dharamsala,ODI,New Zealand,Matt Henry,Right,39.2,Fast,Full Ball,,Front Foot Defence,0,
