Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12,Unnamed: 13,Unnamed: 14
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,11.5,Fast,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,11.6,Fast,Full ball,,Off Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,12.2,Spin,Off spin,,Flick,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,12.3,Spin,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,12.4,Spin,Short Ball,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,13.2,Fast,Full ball,,On Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,13.3,Fast,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,13.4,Fast,Inswinger,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,13.6,Fast,Full ball,,Flick,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,14.2,Spin,Off spin,,Square Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,14.4,Spin,Full ball,,Straight Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,14.6,Spin,Short Ball,,Square Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,15.1,Fast,Good length,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,15.3,Fast,Short Ball,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,16.1,Spin,Off spin,,Straight Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,16.4,Spin,Short Ball,,Flick,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,16.5,Spin,Short Ball,,Back Foot Defence,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,16.6,Spin,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,17.3,Fast,Good length,,Square Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,17.4,Fast,Good length,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,18.1,Spin,Full ball,,Off Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,18.2,Spin,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,18.3,Spin,Full ball,,Straight Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,18.5,Spin,Short Ball,,Square Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,18.6,Spin,Short Ball,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,19.1,Fast,Short Ball,,Flick,2,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,19.2,Fast,Short Ball,,Square Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Jason Holder,Right,19.5,Fast,Short Ball,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,20.3,Spin,Off spin,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,20.4,Spin,Short Ball,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,21.1,Fast,Good length,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,21.4,Fast,Full ball,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,21.5,Fast,Good length,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,22.1,Spin,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,22.2,Spin,Full ball,,Straight Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,22.3,Spin,Full ball,,Straight Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,22.5,Spin,Good length,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,23.1,Fast,Short Ball,,Flick,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,23.2,Fast,Short Ball,,Leave,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,23.3,Fast,Full ball,,Flick,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,23.4,Fast,Short Ball,,Square Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Oshane Thomas,Right,23.6,Fast,Short Ball,,Back Foot Defence,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,25.4,Spin,Good length,,Square Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,25.6,Spin,Good length,,Flick,2,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,26.3,Fast,Good length,,Flick,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,26.4,Fast,Good length,,Forward Defence,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,26.5,Fast,Full ball,,Cover Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,26.6,Fast,Short Ball,,Square Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,27.2,Spin,Good length,,Square Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,27.3,Spin,Full ball,,Straight Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,28.1,Fast,Full ball,,Flick,6,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,28.2,Fast,Good length,,Back Foot Defence,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Kemar Roach,Right,28.3,Fast,Good length,,Square Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,29.1,Spin,Full ball,,On Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,29.4,Spin,Good length,,Leave,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,29.5,Spin,Short Ball,,Pull Shot,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,30.1,Spin,Good length,,Square Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,30.2,Spin,Good length,,Cover Drive,4,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,30.3,Spin,Short Ball,,Straight Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,30.4,Spin,Full ball,,Flick,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,30.5,Spin,Good length,,Back Foot Defence,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,31.1,Spin,Full ball,,Straight Drive,6,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Ashley Nurse,Right,31.2,Spin,Full ball,,Flick,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,32.1,Spin,Full ball,,Straight Drive,1,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,32.5,Spin,Good length,,Square Drive,0,,,
"21 Oct, 2018",Guwahati,ODI,West Indies,Devendra Bishoo,Right,32.6,Spin,Full ball,,Cover Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,3.2,Fast,Full ball,138.0,Leave,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,3.3,Fast,Full ball,,Leave,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,3.4,Fast,Full ball,,Square Drive,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,3.5,Fast,Good length,,Leave,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,3.6,Fast,Full ball,,Leave,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,5.1,Fast,Full ball,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,5.2,Fast,Good length,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,5.3,Fast,Full ball,,Straight Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,5.4,Fast,Good length,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,6.1,Spin,Full ball,,On Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,6.2,Spin,Full ball,,Square Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,6.3,Spin,Good length,,Flick,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,6.4,Spin,Full ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,7.6,Fast,Full ball,,Straight Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,8.6,Spin,Full ball,,Square Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,9.2,Fast,Good length,,Square Drive,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,9.3,Fast,Full ball,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,9.4,Fast,Full ball,,Straight Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,9.5,Fast,Full ball,,Cover Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,9.6,Fast,Full ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,10.1,Spin,Short,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,10.2,Spin,Full,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,11.4,Spin,Full,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,11.6,Spin,Full,,Cover Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,12.2,Spin,Back of a length,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,14.2,Spin,Full,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,14.4,Spin,Full,,Edge,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,14.5,Spin,Full,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,15.2,Spin,Good length,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,15.3,Spin,Full,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,16.2,Spin,Full,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,16.3,Spin,Full,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,16.6,Spin,Full,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,17.1,Spin,Full,,Flick,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,17.2,Spin,Full,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,17.3,Spin,Full,,Square Cut,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,17.4,Spin,Full,,Forward Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,17.5,Spin,Good length,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,18.5,Fast,Short,,Square Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,18.6,Fast,On middle and leg,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,19.1,Spin,Yorker,,Flick,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,19.2,Spin,Full,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,19.6,Spin,Full,,Square Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,20.4,Fast,Full ball,,Front Foot Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,20.5,Fast,Short Ball,,Pull Shot,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,20.6,Fast,Full ball,,Paddle Sweep,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,21.1,Spin,Good length,,Back Foot Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,21.2,Spin,Good length,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,22.1,Fast,Short Ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,22.4,Fast,Slower,,On Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,22.5,Fast,Full ball,,Cover Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,23.1,Spin,Good length,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,23.6,Spin,Full ball,,Straight Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,24.3,Fast,Good length,,Paddle Sweep,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,24.5,Fast,Full ball,,Leave,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,24.6,Fast,Slower,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,25.1,Fast,Good length,,Off Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,25.2,Fast,Short Ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,25.4,Fast,Good length,,Off Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,26.2,Fast,Full ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,27.1,Fast,Full ball,,Straight Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,27.2,Fast,Full ball,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,28.1,Fast,Short Ball,,Paddle Sweep,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,28.3,Fast,Good length,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,28.6,Fast,Good length,,Flick,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,29.3,Fast,Full ball,,Flick,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,29.4,Fast,Full toss,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Jason Holder,Right,29.6,Fast,Slower,,Front Foot Defence,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,30.1,Fast,Good length,,Square Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,30.2,Fast,Short Ball,,Square Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,30.3,Fast,Short Ball,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,31.1,Spin,Good length,,Front Foot Defence,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,31.4,Spin,Short Ball,,Paddle Sweep,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,31.5,Spin,Full ball,,Cover Drive,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,31.6,Spin,Short Ball,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,32.1,Spin,Short Ball,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,32.4,Spin,Short Ball,,Flick,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,32.5,Spin,Good length,,On Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,33.1,Spin,Full ball,,Cover Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,33.3,Spin,Good length,,Front Foot Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,33.4,Spin,Good length,,On Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,34.1,Spin,Good length,,On Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,34.3,Spin,Good length,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,34.5,Spin,Good length,,No Shot (Leg Bye),0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,35.1,Spin,Full ball,,Straight Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,35.2,Spin,Full ball,,Flick,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,35.3,Spin,Full ball,,Square Drive,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,35.4,Spin,Good length,,Front Foot Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,35.5,Spin,Good length,,Cover Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,36.2,Spin,Full ball,,Square Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,36.3,Spin,Full ball,,On Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,36.5,Spin,Full ball,,On Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,37.1,Spin,Full ball,,Front Foot Defence,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,37.2,Spin,Full ball,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,38.1,Spin,Short Ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Ashley Nurse,Right,38.4,Spin,Short Ball,,Paddle Sweep,3,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,39.2,Spin,Short Ball,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Devendra Bishoo,Right,39.6,Spin,Good length,,Cover Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,40.1,Fast,Slower,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,40.5,Fast,Short Ball,,Paddle Sweep,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,41.1,Spin,Good length,,Back Foot Defence,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,41.3,Spin,Good length,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,42.5,Fast,Short Ball,,Pull Shot,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,42.6,Fast,Good length,,Flick,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,43.2,Spin,Full ball,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,43.5,Spin,Full ball,,Cover Drive,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,43.6,Spin,Good length,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,44.1,Fast,Good length,,On Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,44.2,Fast,Full ball,,Flick,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,44.5,Fast,Short Ball,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,45.3,Spin,Short Ball,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Marlon Samuels,Right,45.5,Spin,Good length,,Sweep,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,46.2,Fast,Full ball,,Straight Drive,6,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,46.3,Fast,Short Ball,,Pull Shot,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,46.4,Fast,Full ball,,Straight Drive,6,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,46.5,Fast,Short Ball,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,47.1,Fast,Full ball,,Straight Drive,6,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,47.2,Fast,Yorker,,Scoop Shot,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,47.3,Fast,Full ball,,Off Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,47.5,Fast,Full toss,,Off Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,47.6,Fast,Full toss,,Cover Drive,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,48.2,Fast,Full ball,,Straight Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,48.4,Fast,Short Ball,,Pull Shot,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Obed McCoy,Left,48.6,Fast,Full ball,,Square Drive,1,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,49.1,Fast,Full ball,,Straight Drive,0,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,49.2,Fast,Yorker,,Scoop Shot,4,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,49.3,Fast,Yorker,,Square Drive,2,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,49.4,Fast,Full ball,,Straight Drive,6,,,
"24 Oct, 2018",Visakhapatnam,ODI,West Indies,Kemar Roach,Right,49.5,Fast,Full ball,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,2.3,Fast,Good length,,Leave,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,2.4,Fast,Bouncer,,Back Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,2.5,Fast,Short Ball,,Back Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,2.6,Fast,Back of a length,,Leave,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,3.5,Fast,Full ball,,Flick,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,3.6,Fast,Good length,,Front Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,4.5,Fast,Slower,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,5.1,Fast,Good length,,Front Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,5.2,Fast,Full ball,,Straight Drive,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,5.3,Fast,Inswinger,,Front Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,5.4,Fast,Good length,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,5.6,Fast,Back of a length,,Leave,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,6.3,Fast,Good length,,Front Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,6.4,Fast,Back of a length,,Flick,2,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,6.5,Fast,Good length,,Square Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,6.6,Fast,Short Ball,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,7.1,Fast,Short Ball,,Leave,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,7.2,Fast,Good length,,Cover Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,7.3,Fast,Good length,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,7.4,Fast,Back of a length,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,8.1,Fast,Full ball,,Flick,2,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,8.2,Fast,Good length,,Front Foot Defence,0,,,
