Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12,Unnamed: 13,Unnamed: 14
"6 July, 2019",Leeds,ODI,Sri Lanka,Wanindu Hasaranga,Right,34.1,Spin,Leg spin,,Flick,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Wanindu Hasaranga,Right,34.3,Spin,Leg spin,,Pull Shot,2,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Wanindu Hasaranga,Right,34.4,Spin,Leg spin,,Back Foot Defence,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Wanindu Hasaranga,Right,34.5,Spin,Leg spin,,Forward Defence,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Wanindu Hasaranga,Right,34.6,Spin,Leg spin,,Forward Defence,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Suranga Lakmal,Right,35.3,Fast,Good length,,Back Foot Defence,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Suranga Lakmal,Right,35.4,Fast,Good length,,Flick,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Dhananjaya de Silva,Right,36.2,Spin,Leg spin,,Off Drive,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Dhananjaya de Silva,Right,36.4,Spin,Leg spin,,Flick,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Suranga Lakmal,Right,37.4,Fast,Good length,,Cover Drive,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Suranga Lakmal,Right,37.5,Fast,Good length,,Cover Drive,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Suranga Lakmal,Right,37.6,Fast,Good length,,Cover Drive,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,38.2,Fast,Full toss,,On Drive,4,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,38.3,Fast,Outswinger,,Flick,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,38.5,Fast,Full ball,,Flick,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Right,39.1,Fast,Good length,,Cover Drive,2,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Right,39.2,Fast,Good length,,Off Drive,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Right,39.6,Fast,Good length,,Forward Defence,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,40.4,Fast,Full ball,,Cover Drive,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,40.5,Fast,Bouncer,,Paddle Sweep,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Left,41.1,Fast,Full ball,,Cover Drive,4,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Left,41.2,Fast,Good length,,Off Drive,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,42.1,Fast,Full ball,,Flick,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,42.3,Fast,Full toss,,Off Drive,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Lasith Malinga,Right,42.5,Fast,Short Ball,,Pull Shot,1,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Left,43.1,Fast,Good length,,Front Foot Defence,0,,,
"6 July, 2019",Leeds,ODI,Sri Lanka,Isuru Udana,Left,43.2,Fast,Good length,,Off Drive,1,34*/41,,
"9 July, 2019",Manchester,ODI,New Zealand,Matt Henry,Right,1.4,Fast,Full ball,,Defensive,0,,,
"9 July, 2020",Manchester,ODI,New Zealand,Matt Henry,Right,1.5,Fast,Short of length,,,1,,,
"9 July, 2021",Manchester,ODI,New Zealand,Trent Boult,Left,2.1,Fast,Full ball,,Off Drive,0,,,
"9 July, 2022",Manchester,ODI,New Zealand,Trent Boult,Left,2.2,Fast,Full ball,,Front Foot Defence,0,,,
"9 July, 2023",Manchester,ODI,New Zealand,Trent Boult,Left,2.3,Fast,Full ball,,Flick,0,,,
"9 July, 2024",Manchester,ODI,New Zealand,Trent Boult,Left,2.4,Fast,Full ball,,Leave,0,Out,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,0.4,Fast,Full toss,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,0.5,Fast,Full ball,,Cover Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,0.6,Fast,Good length,,Front Foot Defence,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,1.1,Fast,Full ball,,Cover Drive,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,1.2,Fast,Good length,,Leave,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,1.3,Fast,Good length,,Back Foot Defence,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,1.4,Fast,Full ball,,Front Foot Defence,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,2.1,Fast,Full ball,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,3.1,Fast,Full ball,,Cover Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,3.2,Fast,Full ball,,Front Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,3.3,Fast,Full ball,,Cover Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,3.4,Fast,Full ball,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,3.5,Fast,Full ball,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,3.6,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,4.1,Fast,Full ball,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,4.2,Fast,Full ball,,Cover Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,4.3,Fast,Short Ball,,Flick,2,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,4.4,Fast,Full ball,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,5.1,Fast,Good length,,Back Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,5.2,Fast,Short Ball,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,6.1,Fast,Full toss,,Front Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,6.2,Fast,Full ball,,Front Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,6.3,Fast,Short Ball,,Pull Shot,3,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,6.4,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,7.1,Fast,Full ball,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,7.2,Fast,Full ball,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,7.3,Fast,Good length,,Back Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,7.4,Fast,Good length,,Leave,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,7.5,Fast,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,8.1,Fast,Full ball,,On Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,8.2,Fast,Full toss,,Flick,2,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,8.2,Fast,Short Ball,,Pull Shot,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,8.4,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,9.1,Fast,Full ball,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,9.2,Fast,Short Ball,,Off Drive,2,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,9.3,Fast,Good length,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,9.4,Fast,Full ball,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,9.5,Fast,Full ball,,Off Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,9.6,Fast,Full ball,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,10.3,Fast,Full ball,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,10.4,Fast,Short Ball,,Leave,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,10.5,Fast,Full ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,11.1,Spin,Full ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,11.5,Spin,Full ball,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,11.6,Spin,Full ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,12.1,Fast,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,12.2,Fast,Full ball,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,12.3,Fast,Good length,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,12.4,Fast,Good length,,Back Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,12.5,Fast,Short Ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,13.2,Spin,Good length,,Back Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,13.3,Spin,Full ball,,Front Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,13.4,Spin,Good length,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,13.5,Spin,Full ball,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,13.6,Spin,Full ball,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,14.4,Fast,Short Ball,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,14.5,Fast,Short Ball,,Off Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,14.6,Fast,Good length,,Square Drive,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,15.6,Spin,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,17.5,Spin,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,18.1,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,18.3,Fast,Full ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,20.1,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,20.5,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,22.4,Fast,Short Ball,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,22.6,Fast,Short Ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,23.1,Spin,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,23.2,Spin,Full ball,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,23.3,Spin,Short Ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,23.6,Spin,Good length,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,24.1,Fast,Good length,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,24.2,Fast,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,24.3,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,25.2,Spin,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,25.5,Spin,Full ball,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,25.6,Spin,Short Ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,26.1,Fast,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,26.2,Fast,Short Ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,26.4,Fast,Short Ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,27.1,Spin,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,27.2,Spin,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,27.3,Spin,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,27.5,Spin,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,27.6,Spin,Short Ball,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,28.1,Fast,Good length,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,28.2,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,29.1,Spin,Full ball,,Off Drive,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Roston Chase,Right,29.2,Spin,Short Ball,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,30.1,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,30.3,Fast,Good length,,Front Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,30.4,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,30.6,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,31.1,Fast,Good length,,Square Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,31.2,Fast,Good length,,Front Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,31.3,Fast,Short Ball,,Late Cut,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,31.4,Fast,Short Ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,32.1,Fast,Good length,,Cover Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,32.4,Fast,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,32.5,Fast,Full ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,33.2,Fast,Good length,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,33.3,Fast,Good length,,Cut Shot,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,33.4,Fast,Full ball,,Straight Drive,6,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,33.5,Fast,Full ball,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,34.1,Fast,Short Ball,,Pull Shot,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,34.2,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,34.4,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,34.5,Fast,Yorker,,Straight Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Kemar Roach,Right,34.6,Fast,Good length,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,35.4,Fast,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,36.3,Fast,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,36.4,Fast,Good length,,Flick,2,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,36.5,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,37.1,Fast,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,37.4,Fast,Good length,,Square Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Jason Holder,Right,37.6,Fast,Short Ball,,Cut Shot,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,38.1,Fast,Full ball,,Off Drive,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,38.2,Fast,Full ball,,Off Drive,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Sheldon Cottrell,Left,38.3,Fast,Full ball,,Off Drive,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,39.3,Fast,Good length,,Flick,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,39.4,Fast,Good length,,Flick,1,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,40.3,Fast,Good length,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,40.4,Fast,Good length,,Back Foot Defence,0,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,40.5,Fast,Full ball,,Flick,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Oshane Thomas,Right,40.6,Fast,Short Ball,,Square Drive,4,,,
"11 Aug, 2019",Port of Spain,ODI,West Indies,Carlos Brathwaite,Right,41.3,Fast,Short Ball,,Pull Shot,0,Out,120,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
,,ODI,,,,,,,,,,,,
