Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12
,Jaipur,ODI,New Zealand,Kyle Mills,Right,32.1,Fast,Good Length,,Back Foot Defence,0,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,32.2,Fast,Short Ball,,Flick,0,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,32.3,Fast,Good Length,,Square Drive,0,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,32.4,Fast,Full Ball,,On Drive,1,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,33.1,Spin,Off Spin,,Back Foot Defence,0,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,33.2,Spin,Off Spin,,Cover Drive,0,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,33.3,Spin,Off Spin,,Flick,0,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,33.4,Spin,Off Spin,,Flick,2,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,33.5,Spin,Full Ball,88.6,Off Drive,2,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,33.6,Spin,Full Ball,,Straight Drive,0,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,34.2,Fast,Short Ball,124.8,Pull Shot,4,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,34.3,Fast,Short Ball,,Pull Shot,1,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,34.5,Fast,Full Ball,,Off Drive,0,
,Jaipur,ODI,New Zealand,Kyle Mills,Right,34.6,Fast,Good Length,,Flick,1,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,35.1,Spin,Off Spin,,On Drive,1,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,35.3,Spin,Off Spin,,Square Drive,0,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,35.4,Spin,Off Spin,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Nathan McCullum,Right,35.5,Spin,Short Ball,,Pull Shot,1,
,Jaipur,ODI,New Zealand,Andy McKay,Left,36.3,Fast,Good Length,133.8,Straight Drive,4,
,Jaipur,ODI,New Zealand,Andy McKay,Left,36.4,Fast,Full Ball,119.4,Flick,4,
,Jaipur,ODI,New Zealand,Andy McKay,Left,36.5,Fast,Short Ball,127.7,Pull Shot,W,
"04 December,2010",Vadodara,ODI,New Zealand,Scott Styris,Right,18.5,Fast,Full Ball,,Forward Defence,0,
,Vadodara,ODI,New Zealand,Scott Styris,Right,18.6,Fast,Full Ball,,On Drive,1,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,19.1,Spin,Full Ball,,On Drive,0,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,19.2,Spin,Full Ball,,Straight Drive,1,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,19.5,Spin,Full Ball,,Flick,0,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,19.6,Spin,Full Ball,,Paddle Sweep,1,
,Vadodara,ODI,New Zealand,Scott Styris,Right,20.1,Fast,Full Ball,,Straight Drive,0,
,Vadodara,ODI,New Zealand,Scott Styris,Right,20.2,Fast,Full Ball,,Square Drive,4,
,Vadodara,ODI,New Zealand,Scott Styris,Right,20.3,Fast,Good Length,,Square Drive,1,
,Vadodara,ODI,New Zealand,Andy McKay,Right,21.1,Fast,Full Ball,,Straight Drive,1,
,Vadodara,ODI,New Zealand,Andy McKay,Right,21.5,Fast,Full Ball,,On Drive,1,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,22.1,Spin,Good Length,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,22.2,Spin,Short Ball,,Paddle Sweep,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,22.3,Spin,Good Length,,Straight Drive,1,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,22.5,Spin,Full Ball,,Forward Defence,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,22.6,Spin,Short Ball,,Cover Drive,1,
,Vadodara,ODI,New Zealand,Brendon McCullum,Right,23.1,Fast,Full Ball,,On Drive,0,
,Vadodara,ODI,New Zealand,Brendon McCullum,Right,23.2,Fast,Full Ball,,Straight Drive,0,
,Vadodara,ODI,New Zealand,Brendon McCullum,Right,23.3,Fast,Good Length,,Back Foot Defence,1,
,Vadodara,ODI,New Zealand,Brendon McCullum,Right,23.5,Fast,Full Ball,,On Drive,1,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,24.1,Spin,Short Ball,,Off Drive,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,24.2,Spin,Good Length,,Cover Drive,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,24.3,Spin,Full Ball,,Back Foot Defence,1,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,24.5,Spin,Short Ball,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,24.6,Spin,Slower Ball,,Flick,1,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,25.1,Spin,Off Spin,,Cover Drive,0,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,25.2,Spin,Off Spin,,Flick,0,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,25.3,Spin,Off Spin,,Flick,1,
,Vadodara,ODI,New Zealand,Nathan McCullum,Right,25.5,Spin,Off Spin,,Flick,1,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,26.3,Spin,Off Spin,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,26.4,Spin,Off Spin,,Straight Drive,1,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,26.6,Spin,Off Spin,,Font Foot Defence,0,
,Vadodara,ODI,New Zealand,Scott Styris,Right,27.5,Fast,Good Length,,Font Foot Defence,0,
,Vadodara,ODI,New Zealand,Scott Styris,Right,27.6,Fast,Short Ball,,Pull Shot,0,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,28.2,Fast,Good Length,,Font Foot Defence,0,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,28.3,Fast,Good Length,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,28.4,Fast,Good Length,,Flick,0,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,28.5,Fast,Full Ball,,Flick,2,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,28.6,Fast,Short Ball,,Square Drive,0,
,Vadodara,ODI,New Zealand,Scott Styris,Right,29.2,Fast,Full Toss,,Straight Drive,1,
,Vadodara,ODI,New Zealand,Scott Styris,Right,29.4,Fast,Slower Ball,,Flick,1,
,Vadodara,ODI,New Zealand,Scott Styris,Right,29.6,Fast,Full Ball,113.6,Off Drive,4,
,Vadodara,ODI,New Zealand,Scott Styris,Right,31.4,Fast,Full Ball,,Flick,0,
,Vadodara,ODI,New Zealand,Scott Styris,Right,31.5,Fast,Short Ball,106.8,Pull Shot,4,
,Vadodara,ODI,New Zealand,Scott Styris,Right,31.6,Fast,Slower Ball,,Flick,0,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,32.3,Fast,Good Length,,Font Foot Defence,0,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,32.4,Fast,Short Ball,,Pull Shot,2,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,32.5,Fast,Short Ball,126.3,Pull Shot,4,
,Vadodara,ODI,New Zealand,Kyle Mills,Right,32.6,Fast,Full Ball,,On Drive,1,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,33.1,Fast,Full Ball,,Straight Drive,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,33.2,Fast,Good Length,,Cover Drive,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,33.3,Fast,Good Length,,Straight Drive,1,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,33.6,Fast,Short Ball,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,34.6,Spin,Short Ball,,Pull Shot,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,36.1,Spin,Full Ball,,On Drive,0,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,36.2,Spin,Full Ball,89.9,Sweep,4,
,Vadodara,ODI,New Zealand,Daniel Vettori,Left,36.3,Spin,Short Ball,,Cover Drive,1,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,37.1,Fast,Good Length,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,37.2,Fast,Good Length,,Square Drive,1,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,37.4,Fast,Full Ball,,Straight Drive,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,37.5,Fast,Yorker,,Font Foot Defence,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,37.6,Fast,Good Length,,Back Foot Defence,1,
,Vadodara,ODI,New Zealand,Franklin,Right,38.1,Fast,Good Length,,Back Foot Defence,0,
,Vadodara,ODI,New Zealand,Franklin,Right,38.2,Fast,Short Ball,126.8,Pull Shot,4,
,Vadodara,ODI,New Zealand,Franklin,Right,38.3,Fast,Good Length,123.6,Pull Shot,6,
,Vadodara,ODI,New Zealand,Franklin,Right,38.5,Fast,Short Ball,,Pull Shot,1,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,39.1,Fast,Good Length,120.5,Cover Drive,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,39.2,Fast,Good Length,,Straight Drive,0,
,Vadodara,ODI,New Zealand,Nathan McKay,Right,39.3,Fast,Full Ball,138.5,Straight Drive,6,(Not Out)
"07 December, 2010",Bengaluru,ODI,New Zealand,Nathan McKay,Right,9.5,Fast,Bouncer,,,0,
,Bengaluru,ODI,New Zealand,Nathan McKay,Right,9.6,Spin,Bouncer,126.7,Pull Shot,W,
"10 December, 2010",Chennai,ODI,New Zealand,Nathan McCullum,Right,0.4,Spin,Off Spin,,On Drive,0,
,Chennai,ODI,New Zealand,Nathan McCullum,Right,0.5,Spin,Off Spin,,Font Foot Defence,0,
,Chennai,ODI,New Zealand,Nathan McCullum,Right,0.6,Spin,Off Spin,,On Drive,0,
,Chennai,ODI,New Zealand,Daniel Vettori,Left,1.4,Spin,Off Spin,,Font Foot Defence,0,
,Chennai,ODI,New Zealand,Daniel Vettori,Left,1.5,Spin,Off Spin,,Font Foot Defence,0,
,Chennai,ODI,New Zealand,Daniel Vettori,Left,1.6,Spin,Off Spin,,Forward Defence,0,
,Chennai,ODI,New Zealand,Daniel Vettori,Left,3.1,Spin,Off Spin,86.6,Cover Drive,2,
,Chennai,ODI,New Zealand,Daniel Vettori,Left,3.2,Spin,Off Spin,89.3,Back Foot Defence,W,
"12 January, 2011",Durban,ODI,South Africa,Dale Steyn,Right,0.5,Fast,Full Ball,,On Drive,0,
,Durban,ODI,South Africa,Dale Steyn,Right,0.6,Fast,Full Ball,,Flick,1,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,1.1,Fast,Outswinger,,Back Foot Defence,1,
,Durban,ODI,South Africa,Dale Steyn,Right,2.3,Fast,Good Length,,Forward Defence,0,
,Durban,ODI,South Africa,Dale Steyn,Right,2.4,Fast,Good Length,,Back Foot Defence,0,
,Durban,ODI,South Africa,Dale Steyn,Right,2.5,Fast,Outswinger,,Flick,2,
,Durban,ODI,South Africa,Dale Steyn,Right,2.6,Fast,Full Ball,,Forward Defence,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,3.4,Fast,Bouncer,,,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,3.5,Fast,Full Ball,,Forward Defence,1,
,Durban,ODI,South Africa,Dale Steyn,Right,4.1,Fast,Good Length,,Forward Defence,0,
,Durban,ODI,South Africa,Dale Steyn,Right,4.2,Fast,Full Ball,,Forward Defence,1,
,Durban,ODI,South Africa,Dale Steyn,Right,4.6,Fast,Slower Ball,140.4,Back Foot Defence,4,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,5.5,Fast,Good Length,,Forward Defence,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,5.6,Fast,Outswinger,,Forward Defence,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,7.1,Fast,Good Length,,On Drive,1,
,Durban,ODI,South Africa,Morne Morkel,Right,8.1,Fast,Outswinger,,Square Drive,1,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,9.1,Fast,Good Length,,Back Foot Defence,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,9.2,Fast,Full Ball,,Cover Drive,2,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,9.3,Fast,Full Ball,,On Drive,1,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,11.1,Fast,Full Ball,,On Drive,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,11.2,Fast,Good Length,,Square Drive,1,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,11.6,Fast,Good Length,,Square Drive,0,
,Durban,ODI,South Africa,Morne Morkel,Right,12.1,Fast,Short Ball,,,0,
,Durban,ODI,South Africa,Morne Morkel,Right,12.2,Fast,Full Ball,,On Drive,2,
,Durban,ODI,South Africa,Morne Morkel,Right,12.3,Fast,Good Length,,Font Foot Defence,0,
,Durban,ODI,South Africa,Morne Morkel,Right,12.4,Fast,Full Ball,,Forward Defence,0,
,Durban,ODI,South Africa,Morne Morkel,Right,12.5,Fast,Short Ball,,Back Foot Defence,0,
,Durban,ODI,South Africa,Morne Morkel,Right,12.6,Fast,Good Length,,Square Drive,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,13.3,Fast,Good Length,,Back Foot Defence,0,
,Durban,ODI,South Africa,Lonwabo Tsotsobe,Left,13.4,Fast,Good Length,,Straight Drive,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,14.5,Fast,Short Ball,,Flick,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,14.6,Fast,Good Length,,Square Drive,1,
,Durban,ODI,South Africa,Johan Botha,Right,15.1,Spin,Off Spin,,Flick,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,16.2,Fast,Full Ball,,Off Drive,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,16.3,Fast,Short Ball,,Flick,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,16.4,Fast,Full Ball,,Cover Drive,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,16.5,Fast,Full Ball,,Straight Drive,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,16.6,Fast,Full Ball,,Straight Drive,0,
,Durban,ODI,South Africa,Johan Botha,Right,17.3,Spin,Off Spin,,On Drive,1,
,Durban,ODI,South Africa,Johan Botha,Right,17.6,Spin,Full Ball,,Forward Defence,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,18.2,Fast,Short Ball,,Pull Shot,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,18.4,Fast,Good Length,,Flick,1,
,Durban,ODI,South Africa,Johan Botha,Right,19.1,Spin,Doosra,,Flick,1,
,Durban,ODI,South Africa,Johan Botha,Right,19.5,Spin,Off Spin,,On Drive,0,
,Durban,ODI,South Africa,Johan Botha,Right,19.6,Spin,Full Ball,,Cover Drive,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,20.1,Fast,Good Length,,Cover Drive,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,20.2,Fast,Good Length,,Forward Defence,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,20.3,Fast,Full Ball,,Flick,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,20.4,Fast,Good Length,,Square Drive,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,20.5,Fast,Short Ball,,Pull Shot,1,
,Durban,ODI,South Africa,Johan Botha,Right,21.1,Spin,Off Spin,88.3,Straight Drive,6,
,Durban,ODI,South Africa,Johan Botha,Right,21.2,Spin,Short Ball,88.7,Square Drive,4,
,Durban,ODI,South Africa,Johan Botha,Right,21.3,Spin,Good Length,98.4,Cover Drive,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,22.1,Fast,Full Ball,,Square Drive,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,22.3,Fast,Good Length,,Straight Drive,1,
,Durban,ODI,South Africa,Wayne Parnell,Left,22.4,Fast,Full Ball,137.2,Straight Drive,0,
,Durban,ODI,South Africa,Wayne Parnell,Left,22.6,Fast,Full Ball,98.8,On Drive,1,
,Durban,ODI,South Africa,Johan Botha,Right,23.1,Spin,Off Spin,,Paddle Sweep,1,
,Durban,ODI,South Africa,Johan Botha,Right,23.5,Spin,Good Length,,Square Drive,1,
,Durban,ODI,South Africa,Dale Steyn,Right,24.4,Fast,Full Ball,,Flick,1,
,Durban,ODI,South Africa,Johan Botha,Right,25.1,Spin,Off Spin,,Paddle Sweep,1,
,Durban,ODI,South Africa,Johan Botha,Right,25.5,Spin,Off Spin,,On Drive,1,
,Durban,ODI,South Africa,JP Duminy,Right,26.1,Spin,Off Spin,,Pull Shot,1,
,Durban,ODI,South Africa,JP Duminy,Right,26.3,Spin,Short Ball,,Back Foot Defence,1,
,Durban,ODI,South Africa,Johan Botha,Right,27.1,Spin,Short Ball,,Straight Drive,1,
,Durban,ODI,South Africa,JP Duminy,Right,28.3,Spin,Good Length,,Cover Drive,2,
,Durban,ODI,South Africa,JP Duminy,Right,28.4,Spin,Good Length,,Cover Drive,1,
,Durban,ODI,South Africa,Dale Steyn,Right,29.1,Fast,Good Length,,Cover Drive,1,
,Durban,ODI,South Africa,Dale Steyn,Right,29.3,Fast,Good Length,134.1,Pull Shot,W,
"15 January, 2011",Johannesburg,ODI,South Africa,Wayne Parnell,Left,8.1,Fast,Full Ball,,Flick,0,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,8.2,Fast,Full Ball,,Flick,2,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,8.3,Fast,Full Ball,,Cover Drive,1,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,8.5,Fast,Short Ball,,Back Foot Defence,0,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,8.6,Fast,Full Ball,,Flick,2,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,10.1,Fast,Full Ball,,Font Foot Defence,0,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,10.2,Fast,Full Ball,,Off Drive,4,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,10.3,Fast,Full Ball,,Cover Drive,1,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,10.6,Fast,Full Ball,,On Drive,0,
,Johannesburg,ODI,South Africa,Lonwabo Tsotsobe,Left,11.2,Fast,Short Ball,,Square Drive,0,
,Johannesburg,ODI,South Africa,Lonwabo Tsotsobe,Left,11.3,Fast,Good Length,,Forward Defence,0,
,Johannesburg,ODI,South Africa,Lonwabo Tsotsobe,Left,11.4,Fast,Full Ball,,,0,
,Johannesburg,ODI,South Africa,Lonwabo Tsotsobe,Left,11.5,Fast,Short Ball,,Square Drive,0,
,Johannesburg,ODI,South Africa,Lonwabo Tsotsobe,Left,11.6,Fast,Good Length,,Square Drive,0,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,12.3,Fast,Full Ball,,Flick,1,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,12.6,Fast,Full Ball,,Cover Drive,2,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,13.2,Fast,Full Ball,,Forward Defence,0,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,13.3,Fast,Short Ball,,Square Drive,1,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,13.5,Fast,Good Length,,,0,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,13.6,Fast,Good Length,,Forward Defence,0,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,14.2,Fast,Outswinger,,,0,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,14.5,Fast,Full Ball,,Flick,2,
,Johannesburg,ODI,South Africa,Wayne Parnell,Left,14.6,Fast,Full Ball,,On Drive,2,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,15.3,Fast,Good Length,,Square Drive,1,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,15.5,Fast,Good Length,,Back Foot Defence,0,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,15.6,Fast,Good Length,,Font Foot Defence,0,
,Johannesburg,ODI,South Africa,Johan Botha,Right,16.2,Spin,Off Spin,,Straight Drive,1,
,Johannesburg,ODI,South Africa,Johan Botha,Right,16.5,Spin,Off Spin,,Sweep,0,
,Johannesburg,ODI,South Africa,Johan Botha,Right,16.6,Spin,Off Spin,,Straight Drive,0,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,17.2,Fast,Full Ball,,Straight Drive,2,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,17.3,Fast,Good Length,,Forward Defence,0,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,17.4,Fast,Good Length,,Back Foot Defence,0,
,Johannesburg,ODI,South Africa,Morne Morkel,Right,17.5,Fast,,,,W,(Run Out)
"18 January, 2011",Cape Town,ODI,South Africa,Dale Steyn,Right,2.3,Fast,Short Ball,,On Drive,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,2.4,Fast,Straight Seam,,On Drive,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,2.5,Fast,Bouncer,,,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,2.6,Fast,Good Length,,On Drive,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,3.3,Fast,Full Ball,,Cover Drive,2,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,3.4,Fast,Short Ball,,Back Foot Defence,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,3.5,Fast,Good Length,,Square Drive,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,3.6,Fast,Good Length,,Font Foot Defence,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,5.1,Fast,Full Ball,,On Drive,1,
,Cape Town,ODI,South Africa,Dale Steyn,Right,6.1,Fast,Short Ball,,On Drive,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,6.2,Fast,Good Length,,Cover Drive,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,6.3,Fast,Good Length,,Forward Defence,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,6.4,Fast,Outswinger,,,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,6.5,Fast,Good Length,,Forward Defence,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,6.6,Fast,Good Length,127.0,Off Drive,4,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,7.2,Fast,Good Length,,Forward Defence,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,7.3,Fast,Short Ball,,On Drive,1,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,7.5,Fast,Short Ball,,Square Drive,4,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,7.6,Fast,Good Length,,Forward Defence,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,8.5,Fast,Full Ball,,Cover Drive,0,
,Cape Town,ODI,South Africa,Dale Steyn,Right,8.6,Fast,Short Ball,,On Drive,1,
,Cape Town,ODI,South Africa,Wayne Parnell,Left,9.1,Fast,Full Ball,134.4,On Drive,4,
,Cape Town,ODI,South Africa,Wayne Parnell,Left,9.2,Fast,Good Length,,On Drive,1,
,Cape Town,ODI,South Africa,Morne Morkel,Right,10.3,Fast,Good Length,,Back Foot Defence,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,10.4,Fast,Short Ball,,Back Foot Defence,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,10.5,Fast,Short Ball,,Back Foot Defence,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,10.6,Fast,Good Length,,Back Foot Defence,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,11.4,Fast,Full Ball,,Cover Drive,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,11.5,Fast,Full Ball,,Cover Drive,1,
,Cape Town,ODI,South Africa,Morne Morkel,Right,12.1,Fast,Short Ball,,Back Foot Defence,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,12.2,Fast,Short Ball,,Cover Drive,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,12.3,Fast,Good Length,,Forward Defence,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,12.4,Fast,Short Ball,,,0,
,Cape Town,ODI,South Africa,Morne Morkel,Right,12.5,Fast,Short Ball,,Pull Shot,1,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,13.1,Fast,Good Length,,Cover Drive,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,13.2,Fast,Good Length,,On Drive,0,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,13.3,Fast,Short Ball,137.4,Square Drive,4,
,Cape Town,ODI,South Africa,Lonwabo Tsotsobe,Left,13.6,Fast,Full Ball,130.5,On Drive,4,
,Cape Town,ODI,South Africa,Morne Morkel,Right,14.6,Fast,Good Length,139.6,Forward Defence,W,(Caught)
"21 January, 2011", Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,1.4,Fast,Good Length,,Forward Defence,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,1.5,Fast,Outswinger,,,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,1.6,Fast,Good Length,,Back Foot Defence,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,3.1,Fast,Good Length,141.8,Cover Drive,4,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,3.2,Fast,Good Length,,Font Foot Defence,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,3.3,Fast,Good Length,,Font Foot Defence,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,3.4,Fast,Full Ball,,Cover Drive,4,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,3.5,Fast,Full Ball,,On Drive,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,3.6,Fast,Full Ball,,On Drive,2,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,5.1,Fast,Good Length,,Font Foot Defence,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,5.2,Fast,Slower Ball,,Cover Drive,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,5.3,Fast,Short Ball,,Square Drive,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,5.4,Fast,Full Ball,129.5,Off Drive,4,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,5.5,Fast,Short Ball,,Square Drive,2,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,5.6,Fast,Outswinger,,Square Drive,0,
, Gqeberha,ODI,South Africa,Morne Morkel,Right,6.3,Fast,Good Length,,,0,
, Gqeberha,ODI,South Africa,Morne Morkel,Right,6.4,Fast,Outswinger,,,0,
, Gqeberha,ODI,South Africa,Morne Morkel,Right,6.5,Fast,Full Ball,,Font Foot Defence,0,
, Gqeberha,ODI,South Africa,Morne Morkel,Right,6.6,Fast,Full Ball,,On Drive,2,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,7.2,Fast,Slower Ball,,On Drive,0,
, Gqeberha,ODI,South Africa,Lonwabo Tsotsobe,Left,7.3,Fast,Good Length,,Forward Defence,0,
