Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12
,Visakhapatnam,ODI,Australia,Hopes,Right,23.3,Fast,Good Length,,Flick,0,
,Visakhapatnam,ODI,Australia,Hopes,Right,23.4,Fast,Good Length,,On Drive,1,
,Visakhapatnam,ODI,Australia,Hopes,Right,23.6,Fast,Slower Ball,,Back Foot Defence,0,
,Visakhapatnam,ODI,Australia,Hauritz,Right,24.3,Spin,Off Spin,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Hopes,Right,25.1,Fast,Good Length,,Straight Drive,0,
,Visakhapatnam,ODI,Australia,Hopes,Right,25.2,Fast,Full Ball,,Square Drive,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,26.1,Spin,Off Spin,83.0,Pull Shot,4,
,Visakhapatnam,ODI,Australia,Hauritz,Right,26.4,Spin,Off Spin,,Square Drive,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,26.6,Spin,Off Spin,,Forward Defence,0,
,Visakhapatnam,ODI,Australia,Hopes,Right,27.3,Fast,Short Ball,118.1,Square Drive,4,
,Visakhapatnam,ODI,Australia,Hopes,Right,27.4,Fast,Short Ball,129.3,Pull Shot,2,
,Visakhapatnam,ODI,Australia,Hopes,Right,27.5,Fast,Full Ball,121.8,Straight Drive,4,
,Visakhapatnam,ODI,Australia,Hopes,Right,27.6,Fast,Full Ball,,On Drive,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,28.1,Spin,Off Spin,,Pull Shot,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,28.3,Spin,Off Spin,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,28.5,Spin,Off Spin,,Back Foot Defence,0,
,Visakhapatnam,ODI,Australia,Hauritz,Right,28.6,Spin,Slower Ball,,Pull Shot,1,
,Visakhapatnam,ODI,Australia,Hastings,Right,29.1,Fast,Short Ball,128.1,Pull Shot,4,
,Visakhapatnam,ODI,Australia,Hastings,Right,29.2,Fast,Good Length,,Cover Drive,1,
,Visakhapatnam,ODI,Australia,Starc,Left,30.3,Fast,Full Toss,,Cover Drive,1,
,Visakhapatnam,ODI,Australia,Hastings,Right,31.3,Fast,Full Ball,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Hastings,Right,31.6,Fast,Full Ball,,Cover Drive,0,
,Visakhapatnam,ODI,Australia,Starc,Left,32.2,Fast,Full Toss,,Square Drive,1,
,Visakhapatnam,ODI,Australia,Clint McKay,Right,33.1,Fast,Short Ball,,Font Foot Defence,1,
,Visakhapatnam,ODI,Australia,Mitchell Starc,Left,34.1,Fast,Good Length,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Mitchell Starc,Left,34.3,Fast,Full Ball,,Off Drive,0,
,Visakhapatnam,ODI,Australia,Mitchell Starc,Left,34.4,Fast,Short Ball,,Pull Shot,1,
,Visakhapatnam,ODI,Australia,Mitchell Starc,Left,34.6,Fast,Full Ball,136.4,Off Drive,4,
,Visakhapatnam,ODI,Australia,Hopes,Right,35.5,Fast,Full Ball,,Flick,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,36.3,Spin,Full Ball,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,36.5,Spin,Good Length,,Flick,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,38.2,Spin,Good Length,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Hauritz,Right,38.4,Spin,Good Length,,Straight Drive,1,
,Visakhapatnam,ODI,Australia,Starc,Left,39.1,Fast,Good Length,,Flick,1,
,Visakhapatnam,ODI,Australia,Starc,Left,39.3,Fast,Good Length,,Cover Drive,1,
,Visakhapatnam,ODI,Australia,Smith,Right,40.1,Fast,Good Length,,Forward Defence,0,
,Visakhapatnam,ODI,Australia,Smith,Right,40.3,Fast,Good Length,128.0,On Drive,2,
,Visakhapatnam,ODI,Australia,Smith,Right,40.4,Fast,Good Length,,On Drive,1,
,Visakhapatnam,ODI,Australia,Hastings,Right,41.2,Fast,Good Length,,Cover Drive,2,
,Visakhapatnam,ODI,Australia,Hastings,Right,41.3,Fast,Yorker,,On Drive,0,
,Visakhapatnam,ODI,Australia,Hastings,Right,41.4,Fast,Good Length,,On Drive,1,
,Visakhapatnam,ODI,Australia,Hastings,Right,41.6,Fast,Good Length,,Square Drive,1,
,Visakhapatnam,ODI,Australia,Clint McKay,Right,42.1,Fast,Full Ball,127.1,Square Drive,4,
,Visakhapatnam,ODI,Australia,Clint McKay,Right,42.2,Fast,Full Ball,125.8,Flick,4,
,Visakhapatnam,ODI,Australia,Clint McKay,Right,42.3,Fast,Slower Ball,106.5,Helicopter Shot,6,
,Visakhapatnam,ODI,Australia,Clint McKay,Right,42.4,Fast,Good Length,,Square Drive,2,
,Visakhapatnam,ODI,Australia,Clint McKay,Right,42.6,Fast,Good Length,,Back Foot Defence,0,
,Visakhapatnam,ODI,Australia,Hastings,Right,43.2,Fast,Full Ball,127.1,Straight Drive,W, Caught 
"28 November,2010",Guwahati,ODI,New Zealand,Kyle Mills,Right,8.2,Fast,Good Length,131.6,Cover Drive,0,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,8.3,Fast,Good Length,,On Drive,0,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,8.4,Fast,Good Length,,Square Drive,0,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,8.5,Fast,Inswinger,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,8.6,Fast,Full Ball,,On Drive,0,
,Guwahati,ODI,New Zealand,Daryl Tuffey,Right,9.3,Fast,Full Ball,,Off Drive,0,
,Guwahati,ODI,New Zealand,Daryl Tuffey,Right,9.4,Fast,Full Ball,,On Drive,0,
,Guwahati,ODI,New Zealand,Daryl Tuffey,Right,9.5,Fast,Good Length,132.2,Square Drive,3,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,10.1,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,11.1,Fast,Full Ball,135.3,Cover Drive,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,11.3,Fast,Good Length,,Cover Drive,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,11.5,Fast,Short Ball,,Straight Drive,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,12.1,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,12.4,Fast,Good Length,,Flick,2,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,12.5,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,12.6,Fast,Short Ball,104.3,Square Drive,4,
,Guwahati,ODI,New Zealand,Andy McKay,Left,13.2,Fast,Good Length,,Square Drive,0,
,Guwahati,ODI,New Zealand,Andy McKay,Left,13.3,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,14.1,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,14.2,Fast,Good Length,,Flick,2,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,14.3,Fast,Short Ball,,Flick,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,14.5,Fast,Full Ball,,On Drive,0,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,14.6,Fast,Good Length,,Font Foot Defence,0,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,16.1,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,16.2,Fast,Good Length,,Flick,0,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,16.3,Fast,Full Ball,,On Drive,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,16.5,Fast,Full Ball,,On Drive,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,17.1,Fast,Good Length,,Flick,0,
,Guwahati,ODI,New Zealand,Andy McKay,Left,17.2,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Andy McKay,Left,17.3,Fast,Full Ball,,Off Drive,0,
,Guwahati,ODI,New Zealand,Andy McKay,Left,17.4,Fast,Slower Ball,,Pull Shot,4,
,Guwahati,ODI,New Zealand,Andy McKay,Left,17.5,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,18.1,Spin,Off Spin,,Flick,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,18.2,Spin,Off Spin,,Square Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,18.6,Spin,Off Spin,,Paddle Sweep,0,
,Guwahati,ODI,New Zealand,Scott Styris,Right,19.5,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Scott Styris,Right,19.6,Fast,Full Ball,,On Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,20.1,Spin,Off Spin,,Flick,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,20.2,Spin,Off Spin,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,20.3,Spin,Off Spin,,Flick,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,21.1,Fast,Good Length,,Square Drive,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,21.5,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,22.1,Spin,Off Spin,,Back Foot Defence,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,22.2,Spin,Off Spin,,Back Foot Defence,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,22.3,Spin,Off Spin,,Cover Drive,3,
,Guwahati,ODI,New Zealand,Scott Styris,Right,23.1,Fast,Good Length,,Square Drive,0,
,Guwahati,ODI,New Zealand,Scott Styris,Right,23.2,Fast,Slower Ball,,Square Drive,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,23.4,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,24.1,Spin,Good Length,,Back Foot Defence,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,24.4,Spin,Short Ball,,Pull Shot,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,25.1,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Scott Styris,Right,25.2,Fast,Full Ball,,Paddle Sweep,2,
,Guwahati,ODI,New Zealand,Scott Styris,Right,25.3,Fast,Short Ball,,Pull Shot,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,25.5,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,26.1,Spin,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,27.1,Fast,Good Length,,Back Foot Defence,0,
,Guwahati,ODI,New Zealand,Scott Styris,Right,27.2,Fast,Good Length,,Flick,0,
,Guwahati,ODI,New Zealand,Scott Styris,Right,27.3,Fast,Good Length,,Flick,1,
,Guwahati,ODI,New Zealand,Scott Styris,Right,27.6,Fast,Good Length,,Flick,0,
,Guwahati,ODI,New Zealand,Kane Williamson,Right,29.3,Spin,Short Ball,86.0,Pull Shot,4,
,Guwahati,ODI,New Zealand,Kane Williamson,Right,29.5,Spin,Good Length,90.7,Paddle Sweep,2,
,Guwahati,ODI,New Zealand,Kane Williamson,Right,29.6,Spin,Full Ball,89.4,Cover Drive,4,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,30.4,Fast,Good Length,,Straight Drive,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,30.6,Fast,Good Length,,Straight Drive,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,31.1,Fast,Short Ball,,Flick,1,
,Guwahati,ODI,New Zealand,Grant Elliot,Right,32.1,Fast,Good Length,,Square Drive,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,33.1,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Andy McKay,Left,33.2,Fast,Good Length,,Flick,2,
,Guwahati,ODI,New Zealand,Andy McKay,Left,33.3,Fast,Straight Seam,,Flick,1,
,Guwahati,ODI,New Zealand,Andy McKay,Left,33.6,Fast,Straight Seam,,Flick,1,
,Guwahati,ODI,New Zealand,KyleTuffey,Right,34.1,Fast,Full Ball,,Cover Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,35.4,Spin,Off Spin,,On Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,35.4,Spin,Off Spin,,Flick,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,35.5,Spin,Off Spin,,Back Foot Defence,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,35.6,Spin,Off Spin,,Back Foot Defence,1,
,Guwahati,ODI,New Zealand,KyleTuffey,Right,36.1,Fast,Straight Seam,,Flick,3,
,Guwahati,ODI,New Zealand,KyleTuffey,Right,36.4,Fast,Short Ball,128.0,Pull Shot,4,
,Guwahati,ODI,New Zealand,KyleTuffey,Right,36.5,Fast,Good Length,,Cover Drive,0,
,Guwahati,ODI,New Zealand,KyleTuffey,Right,36.6,Fast,Slower Ball,,Flick,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,37.2,Spin,Leg Spin,,Flick,2,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,37.3,Spin,Off Spin,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,37.4,Spin,Off Spin,,On Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,37.6,Spin,Leg Spin,,Flick,2,
,Guwahati,ODI,New Zealand,Daniel Styris,Right,38.2,Fast,Good Length,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Daniel Styris,Right,38.5,Fast,Full Ball,,Cover Drive,1,
,Guwahati,ODI,New Zealand,Daniel Styris,Right,38.6,Fast,Good Length,,On Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,39.2,Spin,Short Ball,89.4,Pull Shot,4,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,39.3,Spin,Full Ball,,On Drive,1,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,39.5,Spin,Full Ball,,Forward Defence,0,
,Guwahati,ODI,New Zealand,Nathan McCullum,Right,39.6,Spin,Short Ball,93.7,Square Drive,4,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,40.3,Fast,Good Length,,On Drive,1,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,40.5,Fast,Good Length,,On Drive,1,
,Guwahati,ODI,New Zealand,Doug McKay,Right,41.1,Fast,Full Ball,,On Drive,1,
,Guwahati,ODI,New Zealand,Doug McKay,Right,41.6,Fast,Full Ball,,Flick,1,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,42.3,Fast,Short Ball,115.0,Pull Shot,4,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,42.4,Fast,Good Length,,Cover Drive,1,
,Guwahati,ODI,New Zealand,Kyle Mills,Right,42.6,Fast,Short Ball,129.4,Square Drive,4,
,Guwahati,ODI,New Zealand,Doug McKay,Right,43.3,Fast,Good Length,,Cover Drive,0,
,Guwahati,ODI,New Zealand,Doug McKay,Right,43.4,Fast,Short Ball,,Pull Shot,0,
,Guwahati,ODI,New Zealand,Doug McKay,Right,43.5,Fast,Short Ball,143.1,Pull Shot,4,
,Guwahati,ODI,New Zealand,Doug McKay,Right,43.6,Fast,Short Ball,121.8,Pull Shot,W,
"01 December, 2010",Jaipur,ODI,New Zealand,Daniel Vettori,Left,17.5,Spin,Good Length,,Back Foot Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,17.6,Spin,Full Ball,,On Drive,2,
,Jaipur,ODI,New Zealand,Doug McKay,Right,18.2,Fast,Full Ball,,Straight Drive,0,
,Jaipur,ODI,New Zealand,Doug McKay,Right,18.3,Fast,Good Length,,Off Drive,0,
,Jaipur,ODI,New Zealand,Doug McKay,Right,18.4,Fast,Short Ball,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Doug McKay,Right,18.5,Fast,Good Length,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Doug McKay,Right,18.6,Fast,Short Ball,137.0,Pull Shot,4,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,19.2,Spin,Good Length,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,19.3,Spin,Short Ball,,Back Foot Defence,1,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,19.6,Spin,Full Ball,,On Drive,1,
,Jaipur,ODI,New Zealand,Nathan McKay,Right,20.1,Fast,Good Length,,Off Drive,0,
,Jaipur,ODI,New Zealand,Nathan McKay,Right,20.2,Fast,Good Length,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Nathan McKay,Right,20.3,Fast,Slower Ball,,Cover Drive,2,
,Jaipur,ODI,New Zealand,Nathan McKay,Right,20.4,Fast,Full Ball,,Straight Drive,0,
,Jaipur,ODI,New Zealand,Nathan McKay,Right,20.5,Fast,Short Ball,,Back Foot Defence,0,
,Jaipur,ODI,New Zealand,Nathan McKay,Right,20.6,Fast,Good Length,,Font Foot Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,21.5,Spin,Full Ball,,On Drive,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,21.6,Spin,Short Ball,,Square Drive,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,23.1,Spin,Good Length,,On Drive,2,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,23.2,Spin,Good Length,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,23.3,Spin,Good Length,,Off Drive,1,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,23.5,Spin,Short Ball,,Back Foot Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,23.6,Spin,Short Ball,,Cover Drive,1,
,Jaipur,ODI,New Zealand,Southee,Right,24.1,Fast,Good Length,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Southee,Right,24.2,Fast,Short Ball,128.0,Flick,4,
,Jaipur,ODI,New Zealand,Southee,Right,24.3,Fast,Good Length,,Flick,1,
,Jaipur,ODI,New Zealand,Southee,Right,24.5,Fast,Good Length,,Flick,2,
,Jaipur,ODI,New Zealand,Southee,Right,24.6,Fast,Good Length,,Forward Defence,4,
,Jaipur,ODI,New Zealand,Williamson,Right,25.6,Spin,Off Spin,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Southee,Right,26.2,Fast,Short Ball,,Back Foot Defence,0,
,Jaipur,ODI,New Zealand,Southee,Right,26.3,Fast,Good Length,,Off Drive,0,
,Jaipur,ODI,New Zealand,Southee,Right,26.4,Fast,Good Length,,On Drive,1,
,Jaipur,ODI,New Zealand,Williamson,Right,27.1,Spin,Off Spin,,Flick,0,
,Jaipur,ODI,New Zealand,Williamson,Right,27.2,Spin,Off Spin,,Flick,1,
,Jaipur,ODI,New Zealand,Williamson,Right,27.5,Spin,Off Spin,,Back Foot Defence,1,
,Jaipur,ODI,New Zealand,Southee,Right,28.1,Fast,Inswinger,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Southee,Right,28.2,Fast,Good Length,,Flick,1,
,Jaipur,ODI,New Zealand,Southee,Right,28.4,Fast,Short Ball,130.6,Pull Shot,4,
,Jaipur,ODI,New Zealand,Southee,Right,28.5,Fast,Short Ball,129.2,Square Drive,4,
,Jaipur,ODI,New Zealand,Southee,Right,28.6,Fast,Good Length,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,29.2,Spin,Off Spin,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,29.3,Spin,Off Spin,,Paddle Sweep,1,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,29.5,Spin,Off Spin,84.4,Cover Drive,4,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,29.6,Spin,Off Spin,,Straight Drive,1,
,Jaipur,ODI,New Zealand,Kyle Mills,Left,30.1,Fast,Good Length,,Off Drive,1,
,Jaipur,ODI,New Zealand,Kyle Mills,Left,30.6,Fast,Full Ball,,Off Drive,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,31.3,Spin,Off Spin,,Forward Defence,0,
,Jaipur,ODI,New Zealand,Daniel Vettori,Left,31.4,Spin,Good Length,,Square Drive,1,
