SL No,Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Total Runs,Total Balls Face
,2013-01-23,Mohali,ODI,England,Tim Bresnen,Right,7.5,Fast,Straight Seam,131.9,Forward Defence,2,2,8
,2013-01-23,Mohali,ODI,England,Tim Bresnen,Right,7.6,Fast,Outswinger,134.1,Forward Defence,0,2,9
,2013-01-23,Mohali,ODI,England,Steven Finn,Right,10.1,Fast,Straight Seam,135.2,Square Drive,0,2,10
,2013-01-23,Mohali,ODI,England,Steven Finn,Right,10.2,Fast,Outswinger,136.2,Forward Defence,0,2,11
,2013-01-23,Mohali,ODI,England,Steven Finn,Right,10.3,Fast,Outswinger,128.2,Forward Defence,0,2,12
,2013-01-23,Mohali,ODI,England,Steven Finn,Right,10.4,Fast,Straight Seam,130.1,Sweep,0,2,13
,2013-01-23,Mohali,ODI,England,Steven Finn,Right,10.5,Fast,Outswinger,131.6,Forward Defence,1,3,14
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,11.1,Fast,Inswinger,136.2,Cover Drive,1,4,15
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,11.3,Fast,Straight Seam,137.1,Cover Drive,1,5,16
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,12.1,Fast,Inswinger,134.1,On Drive,0,5,17
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,12.2,Fast,Inswinger,136.1,Forward Defence,0,5,18
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,12.3,Fast,Straight Seam,135.1,Forward Defence,0,5,19
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,12.4,Fast,Straight Seam,134.1,Cover Drive,4,9,20
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,12.5,Fast,Inswinger,135.1,Cover Drive,2,11,21
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,12.6,Fast,Straight Seam,128.2,Forward Defence,1,12,22
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,13.1,Fast,Straight Seam,130.1,Cover Drive,4,16,23
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,13.2,Fast,Inswinger,131.6,Forward Defence,1,17,24
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,13.4,Fast,Straight Seam,136.2,Cover Drive,0,17,25
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,13.5,Fast,Outswinger,129.2,Cover Drive,0,17,26
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,13.6,Fast,Inswinger,128.1,Straight Drive,1,18,27
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,14.1,Fast,Straight Seam,132.1,Forward Defence,1,19,28
,2013-01-23,Mohali,ODI,England,Samit Patel,Right,14.5,Fast,Outswinger,131.9,Cover Drive,4,23,29
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,15.3,Fast,Straight Seam,136.2,Cover Drive,1,24,30
,2013-01-23,Mohali,ODI,England,Jade Dernbach,Right,15.4,Fast,Outswinger,128.2,Cover Drive,1,25,31
,2013-01-23,Mohali,ODI,England,James Tredwell,Right,16.1,Spin,Off Spin,89.3,Straight Drive,1,26,32
,2013-01-23,Mohali,ODI,England,James Tredwell,Right,16.5,Spin,Off Spin,77.3,Straight Drive,W,26,33
30.0,2013-01-27,Dharamsala,ODI,England,Tim Bresnen,Right,3.4,Fast,Straight Seam,134.8,Cover Drive,W,0,1
31.0,2013-06-06,Cardiff,ODI,South Africa,Ryan McLaren,Right,21.3,Fast,Straight Seam,135.2,Forward Defence,0,0,1
,2013-06-06,Cardiff,ODI,South Africa,Ryan McLaren,Right,21.4,Fast,Straight Seam,136.2,Forward Defence,0,0,2
,2013-06-06,Cardiff,ODI,South Africa,Ryan McLaren,Right,21.5,Fast,Inswinger,128.2,Cover Drive,1,1,3
,2013-06-06,Cardiff,ODI,South Africa,Keegan Petersen,Right,22.3,Spin,Straight Seam,130.1,Cover Drive,1,2,4
,2013-06-06,Cardiff,ODI,South Africa,Keegan Petersen,Right,22.5,Spin,Leg Spin,89.1,Cover Drive,0,2,5
,2013-06-06,Cardiff,ODI,South Africa,Keegan Petersen,Right,22.6,Spin,Leg Spin,87.3,Forward Defence,0,2,6
,2013-06-06,Cardiff,ODI,South Africa,Lonwabo Tsotsobe,Left,23.2,Fast,Outswinger,132.1,Forward Defence,0,2,7
,2013-06-06,Cardiff,ODI,South Africa,Lonwabo Tsotsobe,Left,23.3,Fast,Inswinger,133.1,Scoop Shot,1,3,8
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,24.1,Fast,Straight Seam,135.1,Scoop Shot,1,4,9
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,24.3,Fast,Outswinger,130.2,Square Drive,1,5,10
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,24.6,Fast,Straight Seam,129.5,Forward Defence,0,5,11
,2013-06-06,Cardiff,ODI,South Africa,Lonwabo Tsotsobe,Left,25.3,Fast,Outswinger,128.4,Paddle Sweep,2,7,12
,2013-06-06,Cardiff,ODI,South Africa,Lonwabo Tsotsobe,Left,25.4,Fast,Outswinger,136.2,Sweep,0,7,13
,2013-06-06,Cardiff,ODI,South Africa,Lonwabo Tsotsobe,Left,25.5,Fast,Inswinger,128.2,On Drive,1,8,14
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,26.1,Spin,Off Spin,85.1,Cover Drive,1,9,15
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,26.4,Spin,Off Spin,88.3,Cover Drive,0,9,16
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,26.6,Spin,Off Spin,91.3,On Drive,0,9,17
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,27.3,Fast,Straight Seam,128.4,On Drive,2,11,18
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,27.4,Fast,Straight Seam,136.2,Pull Shot,1,12,19
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,27.5,Fast,Straight Seam,130.2,Cover Drive,1,13,20
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,28.1,Spin,Off Spin,84.3,Cover Drive,0,13,21
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,28.2,Spin,Off Spin,86.8,Forward Defence,0,13,22
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,28.3,Spin,Off Spin,84.6,Forward Defence,0,13,23
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,28.4,Spin,Off Spin,86.1,Forward Defence,0,13,24
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,28.5,Spin,Off Spin,84.3,Cover Drive,1,14,25
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,29.1,Fast,Straight Seam,128.2,Cover Drive,1,15,26
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,29.5,Fast,Outswinger,130.1,Straight Drive,0,15,27
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,29.6,Fast,Outswinger,131.6,Forward Defence,0,15,28
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,30.3,Spin,Off Spin,86.8,Forward Defence,0,15,29
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,30.4,Spin,Off Spin,84.6,Cover Drive,0,15,30
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,30.5,Spin,Off Spin,86.1,Cover Drive,1,16,31
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,31.1,Fast,Straight Seam,129.2,Straight Drive,1,17,32
,2013-06-06,Cardiff,ODI,South Africa,Rory Kleinveldt,Right,31.3,Fast,Inswinger,128.1,Straight Drive,1,18,33
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,32.1,Spin,Off Spin,88.3,Cover Drive,2,20,34
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,32.2,Spin,Off Spin,91.3,Cover Drive,1,21,35
,2013-06-06,Cardiff,ODI,South Africa,JP Duminy,Left,32.6,Spin,Off Spin,85.1,Cover Drive,1,22,36
,2013-06-06,Cardiff,ODI,South Africa,Morne Morkel,Right,33.1,Fast,Outswinger,131.9,Cover Drive,4,26,37
,2013-06-06,Cardiff,ODI,South Africa,Morne Morkel,Right,33.2,Fast,Straight Seam,134.1,On Drive,4,30,38
,2013-06-06,Cardiff,ODI,South Africa,Morne Morkel,Right,33.3,Fast,Inswinger,135.2,Off Drive,1,31,39
,2013-06-06,Cardiff,ODI,South Africa,Morne Morkel,Right,33.6,Fast,Straight Seam,136.2,Cover Drive,0,31,40
,2013-06-06,Cardiff,ODI,South Africa,Lonwabo Tsotsobe,Left,34.2,Fast,Inswinger,131.2,Square Drive,W,31,41
32.0,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,15.4,Spin,Off Spin,89.1,Cover Drive,4,4,1
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,15.5,Spin,Off Spin,71.1,Straight Drive,1,5,2
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,16.1,Fast,Straight Seam,131.9,Forward Defence,0,5,3
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,16.2,Fast,Straight Seam,134.1,Straight Drive,1,6,4
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,16.5,Fast,Straight Seam,135.2,Forward Defence,0,6,5
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,16.6,Fast,Straight Seam,136.2,Forward Defence,0,6,6
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,17.5,Spin,Off Spin,84.3,On Drive,4,10,7
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,17.6,Spin,Off Spin,86.8,Back Foot Defence,0,10,8
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,18.2,Fast,Straight Seam,135.1,Sweep,4,14,9
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,18.3,Fast,Straight Seam,130.2,Forward Defence,0,14,10
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,18.4,Fast,Straight Seam,129.5,Forward Defence,0,14,11
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,18.5,Fast,Straight Seam,128.4,Back Foot Defence,0,14,12
,2013-06-11,The Oval,ODI,West Indies,Ravi Rampaul,Right,18.6,Fast,Straight Seam,136.2,Cover Drive,4,18,13
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,19.2,Spin,Off Spin,75.1,Scoop Shot,2,20,14
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,19.3,Spin,Off Spin,78.6,Back Foot Defence,0,20,15
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,19.4,Spin,Off Spin,79.2,Forward Defence,0,20,16
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,19.5,Spin,Off Spin,81.3,Forward Defence,0,20,17
,2013-06-11,The Oval,ODI,West Indies,Sunil Narine,Right,19.6,Spin,Doosra,71.5,Sweep,W,22,18
33.0,2013-06-15,Birmingham,ODI,Pakistan,Mohammad Hafeez,Right,11.4,Spin,Off Spin,76.3,Cover Drive,1,1,1
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,12.1,Fast,Outswinger,135.1,Forward Defence,0,1,2
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,12.2,Fast,Straight Seam,130.2,Forward Defence,0,1,3
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,12.3,Fast,Inswinger,129.5,Off Drive,2,3,4
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,12.4,Fast,Straight Seam,128.4,Forward Defence,0,3,5
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,12.5,Fast,Inswinger,136.2,Forward Defence,0,3,6
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,12.6,Fast,Straight Seam,136.2,Straight Drive,1,4,7
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,13.1,Spin,Off Spin,89.1,Straight Drive,0,4,8
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,13.2,Spin,Off Spin,87.3,Straight Drive,0,4,9
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,13.3,Spin,Off Spin,88.1,Cover Drive,1,5,10
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,13.6,Spin,Off Spin,79.2,Forward Defence,0,5,11
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,15.1,Spin,Off Spin,78.3,Forward Defence,0,5,12
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,15.2,Spin,Off Spin,79.1,Forward Defence,0,5,13
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,15.3,Spin,Off Spin,85.1,Cover Drive,1,6,14
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,15.5,Spin,Off Spin,88.1,Scoop Shot,4,10,15
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,15.6,Spin,Off Spin,79.2,Cover Drive,1,11,16
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,16.1,Fast,Straight Seam,133.1,Forward Defence,0,11,17
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,16.2,Fast,Straight Seam,135.1,Cover Drive,1,12,18
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,16.4,Fast,Straight Seam,130.2,Cover Drive,0,12,19
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,16.5,Fast,Straight Seam,129.5,Cover Drive,1,13,20
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,17.1,Spin,Off Spin,84.6,Square Drive,0,13,21
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,17.2,Spin,Off Spin,86.1,Cover Drive,1,14,22
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,17.3,Spin,Off Spin,84.3,Straight Drive,4,18,23
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,17.4,Spin,Off Spin,86.8,Forward Defence,0,18,24
,2013-06-15,Birmingham,ODI,Pakistan,Saeed Ajmal,Right,17.5,Spin,Off Spin,84.3,Forward Defence,0,18,25
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,18.5,Fast,Straight Seam,133.1,Back Foot Defence,0,18,26
,2013-06-15,Birmingham,ODI,Pakistan,Wahab Riaz,Right,18.6,Fast,Straight Seam,135.1,Cover Drive,4,22*,27
34.0,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,17.2,Spin,Topspin ,82.5,Forward Defence,0,0,1
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,17.3,Spin,Topspin ,81.6,Forward Defence,0,0,2
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,17.4,Spin,Topspin ,90.2,Back Foot Defence,0,0,3
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,17.5,Spin,Topspin ,81.6,Square Drive,1,1,4
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,18.3,Fast,Straight Seam,124.5,Forward Defence,0,1,5
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,18.4,Fast,Straight Seam,122.9,Forward Defence,0,1,6
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,18.5,Fast,Straight Seam,127.1,On Drive,1,2,7
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,19.1,Spin,Topspin ,80.6,Off Drive,0,2,8
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,19.2,Spin,Topspin ,82.2,On Drive,0,2,9
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,19.3,Spin,Topspin ,85.6,Forward Defence,0,2,10
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,19.4,Spin,Topspin ,84.3,Square Drive,0,2,11
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,19.5,Spin,Topspin ,82.7,Cover Drive,3,5,12
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,20.1,Fast,Bouncer,121.2,Forward Defence,0,5,13
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,20.2,Fast,Straight Seam,123.2,Forward Defence,0,5,14
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,20.3,Fast,Straight Seam,125.2,Forward Defence,0,5,15
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,20.4,Fast,Straight Seam,126.7,On Drive,2,7,16
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,20.5,Fast,Straight Seam,124.3,Forward Defence,0,7,17
,2013-06-20,Cardiff,ODI,Sri Lanka,Angelo Mathews,Right,20.6,Fast,Straight Seam,123.4,Straight Drive,0,7,18
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,21.2,Spin,Topspin ,90.8,Forward Defence,0,7,19
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,21.3,Spin,Topspin ,91.2,Cover Drive,1,8,20
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,21.5,Spin,Topspin ,91.3,Forward Defence,0,8,21
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,21.6,Spin,Topspin ,85.4,Back Foot Defence,0,8,22
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,22.2,Fast,Inswinger,139.9,Square Drive,1,9,23
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,22.4,Fast,Bouncer,138.7,Pull Shot,2,11,24
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,22.5,Fast,Outswinger,144.2,On Drive,1,12,25
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,23.5,Spin,Topspin ,78.9,Back Foot Defence,0,12,26
,2013-06-20,Cardiff,ODI,Sri Lanka,Rangana Herath,Left,23.6,Spin,Topspin ,79.2,Off Drive,1,13,27
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,24.1,Fast,Inswinger,147.2,Forward Defence,0,13,28
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,24.2,Fast,Inswinger,145.3,Back Foot Defence,0,13,29
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,24.3,Fast,Inswinger,142.9,Off Drive,0,13,30
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,24.4,Fast,Straight Seam,140.2,Off Drive,1,14,31
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,25.3,Fast,Inswinger,132.9,Forward Defence,0,14,32
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,25.4,Fast,Yorker,135.2,Off Drive,1,15,33
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,26.1,Fast,Yorker,141.2,On Drive,1,16,34
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,26.3,Fast,Bouncer,140.9,Forward Defence,0,16,35
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,26.4,Fast,Outswinger,138.9,On Drive,1,17,36
,2013-06-20,Cardiff,ODI,Sri Lanka,Thisara Perera,Right,27.3,Fast,Straight Seam,124.0,Forward Defence,0,17,37
,2013-06-20,Cardiff,ODI,Sri Lanka,Thisara Perera,Right,27.4,Fast,Slower Ball,118.2,On Drive,1,18,38
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,28.2,Fast,Straight Seam,133.2,Forward Defence,0,18,39
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,28.3,Fast,Straight Seam,134.8,Straight Drive,0,18,40
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,28.4,Fast,Yorker,122.0,Forward Defence,0,18,41
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,28.5,Fast,Full Toss,131.9,Cover Drive,4,22,42
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,28.6,Fast,Inswinger,128.6,Forward Defence,0,22,43
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,29.4,Spin,Leg Spin,74.2,On Drive,1,23,44
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,29.6,Spin,Leg Spin,75.1,Square Drive,4,27,45
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,30.3,Fast,Outswinger,135.3,On Drive,1,28,46
,2013-06-20,Cardiff,ODI,Sri Lanka,Nuwan Kulasekara,Right,30.5,Fast,Outswinger,134.2,Off Drive,1,29,47
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,31.2,Spin,Leg Spin,73.9,Forward Defence,0,29,48
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,31.3,Spin,Leg Spin,72.4,On Drive,1,30,49
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,32.1,Fast,Yorker,142.5,Off Drive,4,34,50
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,32.2,Fast,Yorker,145.3,Forward Defence,0,34,51
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,32.3,Fast,Slower Ball,131.2,Cover Drive,2,36,52
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,32.4,Fast,Full Toss,134.2,Forward Defence,0,36,53
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,32.5,Fast,Bouncer,141.2,On Drive,4,40,54
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,32.6,Fast,Inswinger,142.6,Off Drive,1,41,55
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,33.1,Spin,Googly,81.4,On Drive,2,43,56
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,33.2,Spin,Leg Spin,76.2,On Drive,2,45,57
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,33.3,Spin,Leg Spin,73.1,Scoop Shot,6,51,58
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,33.4,Spin,Leg Spin,79.5,Back Foot Defence,0,51,59
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,33.5,Spin,Leg Spin,74.8,Sweep,2,53,60
,2013-06-20,Cardiff,ODI,Sri Lanka,Jeevan Mendis,Right,33.6,Spin,Leg Spin,75.6,Cover Drive,1,54,61
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,34.1,Fast,Inswinger,142.6,Off Drive,1,55,62
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,34.3,Fast,Yorker,141.2,Square Drive,2,57,63
,2013-06-20,Cardiff,ODI,Sri Lanka,Lasith Malinga,Right,34.4,Fast,Bouncer,145.2,Paddle Sweep,1,58*,64
