SL No,Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Total Runs,Total Balls Face
1.0,2011-10-25,"Eden Garden,India",ODI,England,Steven Finn,Right,17.2,Fast,Straight Seam,135.2,Back Foot Defence,0,0,1
,2011-10-26,"Eden Garden,India",ODI,England,Steven Finn,Right,17.3,Fast,Straight Seam,135.2,Back Foot Defence,0,0,2
,2011-10-27,"Eden Garden,India",ODI,England,Steven Finn,Right,17.4,Fast,Straight Seam,136.1,Forward Defence,0,0,3
,2011-10-28,"Eden Garden,India",ODI,England,Steven Finn,Right,17.5,Fast,Straight Seam,135.3,Off Drive,0,0,4
,2011-10-29,"Eden Garden,India",ODI,England,Steven Finn,Right,17.6,Fast,Straight Seam,137.5,Square Drive,W,0,5
2.0,2011-11-29,"Cuttack,India",ODI,West Indies,KAJ Roach,Right,4.5,Fast,Straight Seam,142.0,Forward Defence,0,0,1
,2011-11-29,"Cuttack,India",ODI,West Indies,KAJ Roach,Right,4.6,Fast,Straight Seam,141.5,Off Drive,0,0,2
,2011-11-29,"Cuttack,India",ODI,West Indies,AD Russell,Right,5.5,Fast,Straight Seam,141.9,On Drive,1,1,3
,2011-11-29,"Cuttack,India",ODI,West Indies,KAJ Roach,Right,6.1,Fast,Straight Seam,139.5,On Drive,2,3,4
,2011-11-29,"Cuttack,India",ODI,West Indies,KAJ Roach,Right,6.2,Fast,Straight Seam,138.9,Forward Defence,0,3,5
,2011-11-29,"Cuttack,India",ODI,West Indies,KAJ Roach,Right,6.3,Fast,Straight Seam,142.2,Forward Defence,W,3,6
3.0,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,6.5,Fast,Yorker,140.6,Back Foot Defence,0,0,1
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,6.6,Fast,Straight Seam,141.1,Off Drive,0,0,2
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,7.4,Fast,Inswinger,139.5,Straight Drive,0,0,3
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,7.5,Fast,Inswinger,141.6,Back Foot Defence,0,0,4
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,7.6,Fast,Straight Seam,144.1,Straight Drive,0,0,5
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,8.2,Fast,Straight Seam,137.6,Straight Drive,0,0,6
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,8.3,Fast,Straight Seam,144.1,Back Foot Defence,0,0,7
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,8.4,Fast,Straight Seam,143.5,Straight Drive,0,0,8
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,8.5,Fast,Straight Seam,141.4,On Drive,4,4,9
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,8.6,Fast,Straight Seam,138.9,Back Foot Defence,1,5,10
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,9.1,Fast,Straight Seam,147.1,Back Foot Defence,0,5,11
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,9.2,Fast,Straight Seam,144.3,Sweep,4,9,12
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,9.3,Fast,Straight Seam,148.5,Straight Drive,0,9,13
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,9.4,Fast,Straight Seam,149.1,Reverse Sweep,4,13,14
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,9.5,Fast,Straight Seam,145.9,Back Foot Defence,0,13,15
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,9.6,Fast,Straight Seam,146.1,Straight Drive,0,13,16
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,10.2,Fast,Yorker,147.1,Back Foot Defence,0,13,17
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,10.3,Fast,Inswinger,138.2,On Drive,0,13,18
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,10.4,Fast,Straight Seam,138.7,Square Drive,0,13,19
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,10.5,Fast,Straight Seam,141.1,Off Drive,0,13,20
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,10.6,Fast,Inswinger,140.6,Reverse Sweep,1,14,21
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,11.1,Fast,Inswinger,121.1,Back Foot Defence,1,15,22
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,11.3,Fast,Inswinger,125.6,Sweep,4,19,23
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,11.4,Fast,Outswinger,127.3,Back Foot Defence,1,20,24
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,12.1,Fast,Straight Seam,138.3,Straight Drive,4,24,25
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,12.2,Fast,Straight Seam,134.3,Sweep,0,24,26
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,12.3,Fast,Straight Seam,139.1,Square Drive,1,25,27
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,13.3,Fast,Straight Seam,120.3,Square Drive,0,25,28
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,13.4,Fast,Straight Seam,126.1,Back Foot Defence,0,25,29
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,13.6,Fast,Straight Seam,124.3,Straight Drive,1,26,30
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,14.1,Fast,Straight Seam,136.3,Straight Drive,1,27,31
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,14.3,Fast,Straight Seam,137.1,Back Foot Defence,0,27,32
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,14.4,Fast,Straight Seam,135.1,Square Drive,0,27,33
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,14.5,Fast,Straight Seam,141.1,Straight Drive,0,27,34
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,14.6,Fast,Straight Seam,142.3,Reverse Sweep,4,31,35
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,15.2,Fast,Straight Seam,131.2,On Drive,4,35,36
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,15.3,Fast,Straight Seam,132.6,Reverse Sweep,1,36,37
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,15.6,Fast,Straight Seam,136.6,Straight Drive,1,37,38
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,16.1,Spin,Off Spin,91.1,Straight Drive,0,37,39
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,16.2,Spin,Off Spin,81.3,On Drive,1,38,40
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,16.4,Spin,Off Spin,89.4,Straight Drive,1,39,41
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,17.1,Fast,Straight Seam,131.2,Back Foot Defence,1,40,42
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,18.1,Spin,Off Spin,89.3,Straight Drive,0,40,43
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,18.2,Spin,Off Spin,91.2,Straight Drive,0,40,44
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,18.3,Spin,Off Spin,92.3,Back Foot Defence,0,40,45
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,18.4,Spin,Off Spin,88.2,Square Drive,1,41,46
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,19.1,Fast,Straight Seam,142.3,Back Foot Defence,0,41,47
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,19.2,Fast,Straight Seam,141.6,Pull Shot,1,42,48
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,19.5,Fast,Straight Seam,144.1,Straight Drive,0,42,49
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,19.6,Fast,Straight Seam,146.1,Straight Drive,1,43,50
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,20.1,Spin,Off Spin,90.1,Square Drive,1,44,51
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,20.3,Spin,Off Spin,88.1,Straight Drive,0,44,52
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,20.4,Spin,Off Spin,87.3,Forward Defence,1,45,53
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,20.6,Spin,Off Spin,89.3,Forward Defence,0,45,54
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,21.2,Fast,Straight Seam,146.4,Square Drive,1,46,55
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,23.1,Fast,Straight Seam,124.3,Straight Drive,1,47,56
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,23.4,Fast,Straight Seam,123.9,Forward Defence,1,48,57
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,23.6,Fast,Straight Seam,122.1,Straight Drive,1,49,58
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,24.1,Spin,off Spin,92.3,Forward Defence,0,49,59
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,24.2,Spin,off Spin,89.1,Forward Defence,0,49,60
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,24.3,Spin,off Spin,88.3,Straight Drive,1,50,61
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,24.5,Spin,off Spin,90.1,On Drive,2,52,62
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,24.6,Spin,off Spin,91.3,Off Drive,1,53,63
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,25.1,Fast,Straight Seam,121.1,Forward Defence,0,53,64
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,25.2,Fast,Straight Seam,120.6,On Drive,1,54,65
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,25.5,Fast,Straight Seam,126.4,Straight Drive,1,55,66
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,26.2,Spin,Off Spin,91.3,Straight Drive,0,55,67
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,26.3,Spin,Off Spin,88.3,Sweep,1,56,68
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,26.6,Spin,Off Spin,89.1,On Drive,1,57,69
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,27.1,Fast,Straight Seam,131.1,Forward Defence,0,57,70
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,27.2,Fast,Straight Seam,133.2,Square Drive,0,57,71
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,27.3,Fast,Straight Seam,134.6,Square Drive,2,59,72
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,27.4,Fast,Straight Seam,135.1,Cover Drive,1,60,73
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,27.6,Fast,Straight Seam,130.1,On Drive,1,61,74
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,28.1,Fast,Inswinger,138.1,Straight Drive,0,61,75
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,28.2,Fast,Inswinger,139.3,Straight Drive,0,61,76
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,28.3,Fast,Straight Seam,140.2,Straight Drive,0,61,77
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,28.4,Fast,Straight Seam,142.6,On Drive,1,62,78
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,29.2,Fast,Straight Seam,130.2,On Drive,1,63,79
,2011-12-02,Vishakhapatnam,ODI,West Indies,KA Pollard,Right,29.4,Fast,Straight Seam,135.6,On Drive,1,64,80
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,30.1,Fast,Straight Seam,137.1,On Drive,1,65,81
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,30.3,Fast,Straight Seam,136.1,Straight Drive,0,65,82
,2011-12-02,Vishakhapatnam,ODI,West Indies,Kemar Roach,Right,30.4,Fast,Straight Seam,141.1,Straight Drive,1,66,83
,2011-12-02,Vishakhapatnam,ODI,West Indies,LMP Simmons,Right,31.2,Fast,Straight Seam,132.1,Straight Drive,1,67,84
,2011-12-02,Vishakhapatnam,ODI,West Indies,LMP Simmons,Right,31.5,Fast,Straight Seam,133.0,On Drive,0,67,85
,2011-12-02,Vishakhapatnam,ODI,West Indies,LMP Simmons,Right,31.6,Fast,Straight Seam,136.3,On Drive,0,67,86
,2011-12-02,Vishakhapatnam,ODI,West Indies,LMP Simmons,Right,33.4,Fast,Straight Seam,134.2,Straight Drive,1,68,87
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,34.3,Fast,Straight Seam,126.3,Straight Drive,0,68,88
,2011-12-02,Vishakhapatnam,ODI,West Indies,Darren Sammy,Right,34.4,Fast,Straight Seam,129.3,Straight Drive,1,69,89
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,35.3,Fast,Straight Seam,141.3,Straight Drive,1,70,90
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,35.5,Fast,Straight Seam,143.6,Straight Drive,4,74,91
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,35.6,Fast,Straight Seam,141.2,Straight Drive,1,75,92
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,36.1,Spin,Off Spin,90.3,Forward Defence,0,75,93
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,36.2,Spin,Off Spin,91.3,Forward Defence,1,76,94
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,36.4,Spin,Off Spin,88.3,On Drive,4,80,95
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,36.5,Spin,Off Spin,88.6,Back Foot Defence,1,81,96
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,37.2,Fast,Straight Seam,138.2,Forward Defence,1,82,97
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,37.5,Fast,Straight Seam,139.1,On Drive,0,82,98
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,37.6,Fast,Straight Seam,140.3,Forward Defence,1,83,99
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,38.1,Spin,Off Spin,91.3,On Drive,4,87,100
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,38.2,Spin,Off Spin,89.2,Straight Drive,1,88,101
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,38.5,Spin,Off Spin,88.1,Straight Drive,1,89,102
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,39.1,Fast,Straight Seam,141.3,Forward Defence,0,89,103
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,39.2,Fast,Straight Seam,142.1,On Drive,2,91,104
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,39.3,Fast,Straight Seam,138.3,Back Foot Defence,0,91,105
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,39.4,Fast,Straight Seam,139.2,Forward Defence,0,91,106
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,39.5,Fast,Straight Seam,138.2,Straight Drive,2,93,107
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,39.6,Fast,Straight Seam,132.1,Square Drive,4,97,108
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,40.3,Spin,Off Spin,88.3,Forward Defence,0,97,109
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,40.4,Spin,Off Spin,90.3,Forward Defence,0,97,110
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,40.5,Spin,Off Spin,91.2,Straight Drive,1,98,111
,2011-12-02,Vishakhapatnam,ODI,West Indies,LMP Simmons,Right,41.2,Fast,Straight Seam,141.3,Straight Drive,1,99,112
,2011-12-02,Vishakhapatnam,ODI,West Indies,LMP Simmons,Right,41.5,Fast,Straight Seam,143.6,Straight Drive,1,100,113
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,42.1,Spin,Off Spin,90.1,Straight Drive,1,101,114
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,42.4,Spin,Off Spin,88.3,Forward Defence,0,101,115
,2011-12-02,Vishakhapatnam,ODI,West Indies,MN Samuels,Right,42.6,Spin,Off Spin,91.2,Straight Drive,1,102,116
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,43.1,Fast,Straight Seam,143.6,Square Drive,4,106,117
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,43.2,Fast,Straight Seam,144.5,Forward Defence,1,107,118
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,43.4,Fast,Straight Seam,146.3,On Drive,4,111,119
,2011-12-02,Vishakhapatnam,ODI,West Indies,AD Russell,Right,43.5,Fast,Straight Seam,139.2,Straight Drive,1,112,120
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,44.1,Fast,Straight Seam,138.2,Square Drive,4,116,121
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,44.2,Fast,Straight Seam,134.1,Sweep,1,117,122
,2011-12-02,Vishakhapatnam,ODI,West Indies,Ravi Rampaul,Right,44.6,Fast,Straight Seam,133.5,Pull Shot,W,117,123
4.0,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,1.3,Fast,Straight Seam,139.3,Straight Drive,0,0,1
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,1.4,Fast,Straight Seam,140.2,Forward Defence,0,0,2
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,1.5,Fast,Straight Seam,142.3,Straight Drive,0,0,3
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,1.6,Fast,Straight Seam,144.1,Forward Defence,0,0,4
,2011-12-05,Ahmedabad,ODI,West Indies,Kemar Roach,Right,2.4,Fast,Straight Seam,139.6,On Drive,0,0,5
,2011-12-05,Ahmedabad,ODI,West Indies,Kemar Roach,Right,2.5,Fast,Straight Seam,141.2,Scoop Shot,0,0,6
,2011-12-05,Ahmedabad,ODI,West Indies,Kemar Roach,Right,2.6,Fast,Straight Seam,142.3,Forward Defence,1,1,7
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,3.1,Fast,Straight Seam,142.2,Forward Defence,0,1,8
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,3.2,Fast,Straight Seam,140.3,On Drive,0,1,9
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,3.3,Fast,Straight Seam,141.6,Straight Drive,0,1,10
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,3.4,Fast,Straight Seam,146.1,Straight Drive,1,2,11
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,4.1,Spin,Off Spin,86.3,On Drive,0,2,12
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,4.2,Spin,Off Spin,87.1,Straight Drive,0,2,13
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,4.3,Spin,Off Spin,88.3,Straight Drive,0,2,14
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,4.4,Spin,Off Spin,89.1,Straight Drive,1,3,15
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,5.1,Fast,Straight Seam,143.2,Square Drive,4,7,16
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,5.2,Fast,Straight Seam,142.1,Square Drive,4,11,17
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,5.3,Fast,Straight Seam,141.2,Square Drive,1,12,18
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,6.1,Spin,Off Spin,92.3,Forward Defence,0,12,19
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,6.2,Spin,Off Spin,91.2,Forward Defence,0,12,20
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,6.3,Spin,Off Spin,88.3,Straight Drive,0,12,21
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,6.4,Spin,Off Spin,89.1,Forward Defence,0,12,22
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,6.5,Spin,Off Spin,87.1,Straight Drive,0,12,23
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,6.6,Spin,Off Spin,88.1,Straight Drive,1,13,24
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,7.1,Fast,Straight Seam,141.2,Straight Drive,1,14,25
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,7.3,Fast,Straight Seam,142.3,Forward Defence,0,14,26
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,7.4,Fast,Straight Seam,146.3,Scoop Shot,4,18,27
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,7.5,Fast,Straight Seam,138.2,Straight Drive,0,18,28
,2011-12-05,Ahmedabad,ODI,West Indies,Ravi Rampaul,Right,7.6,Fast,Straight Seam,140.1,On Drive,2,20,29
,2011-12-05,Ahmedabad,ODI,West Indies,Suni Narine,Right,8.2,Spin,Off Spin,74.2,On Drive,W,20,30
5.0,2011-12-08,Indore,ODI,West Indies,KA Pollard,Right,46.6,Fast,Straight Seam,138.1,On Drive,2,2,1
,2011-12-08,Indore,ODI,West Indies,Kemar Roach,Right,47.2,Fast,Straight Seam,140.1,Straight Drive,1,3,2
,2011-12-08,Indore,ODI,West Indies,KA Pollard,Right,48.1,Fast,Straight Seam,141.1,Straight Drive,1,4,3
,2011-12-08,Indore,ODI,West Indies,KA Pollard,Right,48.3,Fast,Straight Seam,142.3,Square Drive,4,8,4
,2011-12-08,Indore,ODI,West Indies,KA Pollard,Right,48.4,Fast,Straight Seam,145.1,On Drive,0,8,5
,2011-12-08,Indore,ODI,West Indies,KA Pollard,Right,48.5,Fast,Straight Seam,141.3,Square Drive,4,12,6
,2011-12-08,Indore,ODI,West Indies,KA Pollard,Right,48.6,Fast,Straight Seam,140.2,Straight Drive,2,14,7
,2011-12-08,Indore,ODI,West Indies,Kemar Roach,Right,49.2,Fast,Straight Seam,141.0,Straight Drive,2,16,8
,2011-12-08,Indore,ODI,West Indies,Kemar Roach,Right,49.3,Fast,Straight Seam,136.2,Forward Defence,1,17,9
,2011-12-08,Indore,ODI,West Indies,Kemar Roach,Right,49.5,Fast,Straight Seam,137.21,Sweep,2,19,10
,2011-12-08,Indore,ODI,West Indies,Kemar Roach,Right,49.6,Fast,Straight Seam,132.1,Reverse Sweep,4,23*,11
6.0,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,19.2,Spin,Off Spin,89.3,Cover Drive,1,1,1
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,19.4,Spin,Off Spin,87.6,Back Foot Defence,1,2,2
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,19.6,Spin,Off Spin,88.1,Forward Defence,1,3,3
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,20.1,Spin,Leg Spin,75.1,Forward Defence,1,4,4
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,21.5,Spin,Off Spin,87.1,Scoop Shot,1,5,5
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,22.1,Spin,Leg Spin,77.1,Forward Defence,0,5,6
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,22.2,Spin,Leg Spin,74.1,Sweep,1,6,7
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,22.5,Spin,Leg Spin,79.1,Cover Drive,1,7,8
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,23.4,Spin,Off Spin,88.3,Forward Defence,0,7,9
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,23.5,Spin,Off Spin,81.1,Cover Drive,2,9,10
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,23.6,Spin,Off Spin,83.2,Straight Drive,0,9,11
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,24.2,Spin,Leg Spin,77.1,Forward Defence,0,9,12
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,24.3,Spin,Leg Spin,83.1,Straight Drive,0,9,13
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,24.4,Spin,Leg Spin,74.1,Straight Drive,1,10,14
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,24.6,Spin,Leg Spin,77.3,Straight Drive,1,11,15
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,25.1,Spin,Off Spin,81.1,Cover Drive,2,13,16
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,25.2,Spin,Off Spin,86.1,Reverse Sweep,1,14,17
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,25.5,Spin,Off Spin,88.6,Forward Defence,0,14,18
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,25.6,Spin,Off Spin,80.1,Straight Drive,0,14,19
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,26.3,Spin,Leg Spin,79.3,Square Drive,1,15,20
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,27.1,Spin,Off Spin,88.1,Forward Defence,0,15,21
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,27.2,Spin,Off Spin,88.6,Sweep,4,19,22
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,27.3,Spin,Off Spin,85.1,Square Drive,1,20,23
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,27.6,Spin,Off Spin,81.2,Forward Defence,0,20,24
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,28.1,Fast,Straight Seam,134.2,Back Foot Defence,0,20,25
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,28.2,Fast,Straight Seam,140.1,Square Drive,1,21,26
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,28.5,Fast,Straight Seam,136.4,Straight Drive,2,23,27
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,28.6,Fast,Straight Seam,139.2,Straight Drive,1,24,28
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,29.1,Spin,Off Spin,88.1,Straight Drive,1,25,29
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,29.4,Spin,Off Spin,89.3,Scoop Shot,1,26,30
,2011-12-11,Chennai,ODI,West Indies,MN Samuels,Right,29.6,Spin,Off Spin,84.1,Square Drive,1,27,31
