Stadium,Match format,Bowling Hand,Over number,Bowler type,Delivery type,Bowler name,Runs/W
Adelaide,ODI,Right,17.5,Fast,Straight Seam,Den Christian,4
Adelaide,ODI,Right,17.6,Fast,Straight Seam,Den Christian,1
Adelaide,ODI,Right,18.1,Fast,Bouncer,Clint Mckay,W
Adelaide,ODI,Right,6.5,Fast,Straight Seam,Angelo Mathews,0
Adelaide,ODI,Right,6.6,Fast,Straight Seam,Angelo Mathews,1
Adelaide,ODI,Right,7.1,Fast,Straight Seam,Nuwan Kulasekara,4
Adelaide,ODI,Right,7.2,Fast,Straight Seam,Nuwan Kulasekara,0
Adelaide,ODI,Right,7.3,Fast,Bouncer,Nuwan Kulasekara,0
Adelaide,ODI,Right,7.4,Fast,Straight Seam,Nuwan Kulasekara,1
Adelaide,ODI,Right,7.6,Fast,Straight Seam,Nuwan Kulasekara,0
Adelaide,ODI,Right,9.1,Fast,Straight Seam,Nuwan Kulasekara,0
Adelaide,ODI,Right,9.2,Fast,Inswinger,Nuwan Kulasekara,0
Adelaide,ODI,Right,9.3,Fast,Straight Seam,Nuwan Kulasekara,0
Adelaide,ODI,Right,9.4,Fast,Inswinger,Nuwan Kulasekara,0
Adelaide,ODI,Right,9.5,Fast,Inswinger,Nuwan Kulasekara,0
Adelaide,ODI,Right,9.6,Fast,Straight Seam,Nuwan Kulasekara,2
Adelaide,ODI,Right,10.2,Fast,Straight Seam,Thisara Perera,1
Adelaide,ODI,Right,10.5,Fast,Inswinger,Thisara Perera,0
Adelaide,ODI,Right,10.6,Fast,Straight Seam,Thisara Perera,0
Adelaide,ODI,Right,11.4,Fast,Inswinger,Nuwan Kulasekara,0
Adelaide,ODI,Right,11.5,Fast,Straight Seam,Thisara Perera,1
Adelaide,ODI,Right,12.1,Fast,Bouncer,Thisara Perera,0
Adelaide,ODI,Right,12.2,Fast,Outswinger,Thisara Perera,1
Adelaide,ODI,Right,12.4,Fast,Full Toss,Thisara Perera,1
Adelaide,ODI,Right,13.1,Fast,Inswinger,Rangana Herath,1
Adelaide,ODI,Right,13.4,Fast,Bouncer,Rangana Herath,1
Adelaide,ODI,Right,13.6,Fast,Inswinger,Rangana Herath,1
Adelaide,ODI,Right,14.1,Fast,Straight Seam,Thisara Perera,W
Brisbane,ODI,Right,1.4,Fast,Straight Seam,Brett Lee,0
Brisbane,ODI,Right,1.5,Fast,Inswinger,Brett Lee,0
Brisbane,ODI,Right,1.6,Fast,Straight Seam,Brett Lee,0
Brisbane,ODI,Right,2.2,Fast,Bouncer,Ben Hilfenhaus,0
Brisbane,ODI,Right,2.3,Fast,Straight Seam,Ben Hilfenhaus,1
Brisbane,ODI,Right,3.1,Fast,Straight Seam,Brett Lee,0
Brisbane,ODI,Right,3.2,Fast,Bouncer,Brett Lee,0
Brisbane,ODI,Right,3.3,Fast,Straight Seam,Brett Lee,0
Brisbane,ODI,Right,3.4,Fast,Outswinger,Brett Lee,1
Brisbane,ODI,Right,4.1,Fast,Straight Seam,ben Hilfenhaus,2
Brisbane,ODI,Right,4.2,Fast,Straight Seam,ben Hilfenhaus,0
Brisbane,ODI,Right,4.3,Fast,Inswinger,ben Hilfenhaus,1
Brisbane,ODI,Right,4.5,Fast,Bouncer,ben Hilfenhaus,0
Brisbane,ODI,Right,4.6,Fast,Straight Seam,ben Hilfenhaus,0
Brisbane,ODI,Right,6.1,Fast,Bouncer,ben Hilfenhaus,1
Brisbane,ODI,Right,6.4,Fast,Straight Seam,ben Hilfenhaus,1
Brisbane,ODI,Right,6.6,Fast,Full Toss,ben Hilfenhaus,0
Brisbane,ODI,Right,7.5,Fast,Full Toss,Brett Lee,0
Brisbane,ODI,Right,7.6,Fast,Straight Seam,Brett Lee,1
Brisbane,ODI,Right,8.1,Fast,Straight Seam,Ben Hilfenhaus,0
Brisbane,ODI,Right,8.2,Fast,Bouncer,Ben Hilfenhaus,0
Brisbane,ODI,Right,8.3,Fast,Straight Seam,Ben Hilfenhaus,3
Brisbane,ODI,Right,9.1,Fast,Straight Seam,Den Christian,0
Brisbane,ODI,Right,9.2,Fast,Straight Seam,Den Christian,1
Brisbane,ODI,Right,10.3,Fast,Inswinger,Ben Hilfenhaus,W
Brisbane,ODI,Right,7.6,Fast,Straight Seam,Nuwan Kulasekara,0
Brisbane,ODI,Right,8.2,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,8.3,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,8.4,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,8.5,Fast,Bouncer,Farveez Mahroof,0
Brisbane,ODI,Right,8.6,Fast,Bouncer,Farveez Mahroof,0
Brisbane,ODI,Right,9.6,Fast,Straight Seam,Nuwan Kulasekara,0
Brisbane,ODI,Right,10.6,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,13.1,Fast,Inswinger,Angelo Mathews,0
Brisbane,ODI,Right,13.2,Fast,Inswinger,Angelo Mathews,0
Brisbane,ODI,Right,13.3,Fast,Outswinger,Angelo Mathews,0
Brisbane,ODI,Right,13.4,Fast,Straight Seam,Angelo Mathews,2
Brisbane,ODI,Right,13.5,Fast,Straight Seam,Angelo Mathews,1
Brisbane,ODI,Right,14.1,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,14.2,Fast,Inswinger,Farveez Mahroof,2
Brisbane,ODI,Right,14.3,Fast,Outswinger,Farveez Mahroof,1
Brisbane,ODI,Right,15.2,Fast,Straight Seam,Angelo Mathews,0
Brisbane,ODI,Right,15.3,Fast,Full Toss,Angelo Mathews,0
Brisbane,ODI,Right,15.4,Fast,Straight Seam,Angelo Mathews,2
Brisbane,ODI,Right,15.5,Fast,Straight Seam,Angelo Mathews,1
Brisbane,ODI,Right,16.3,Fast,Full Toss,Thisara Perera,0
Brisbane,ODI,Right,16.4,Fast,Straight Seam,Thisara Perera,0
Brisbane,ODI,Right,16.5,Fast,Straight Seam,Thisara Perera,0
Brisbane,ODI,Right,16.6,Fast,Bouncer,Thisara Perera,0
Brisbane,ODI,Right,17.3,Fast,Straight Seam,Angelo Mathews,0
Brisbane,ODI,Right,17.4,Fast,Straight Seam,Angelo Mathews,2
Brisbane,ODI,Right,17.5,Fast,Bouncer,Angelo Mathews,0
Brisbane,ODI,Right,17.6,Fast,Inswinger,Angelo Mathews,0
Brisbane,ODI,Right,18.3,Fast,Inswinger,Thisara Perera,0
Brisbane,ODI,Right,18.4,Fast,Straight Seam,Thisara Perera,1
Brisbane,ODI,Right,19.1,Fast,Straight Seam,Angelo Mathews,0
Brisbane,ODI,Right,19.2,Fast,Straight Seam,Angelo Mathews,0
Brisbane,ODI,Right,19.3,Fast,Bouncer,Angelo Mathews,1
Brisbane,ODI,Right,20.1,Fast,Inswinger,Thisara Perera,1
Brisbane,ODI,Right,20.4,Fast,Straight Seam,Thisara Perera,2
Brisbane,ODI,Right,20.5,Fast,Straight Seam,Thisara Perera,1
Brisbane,ODI,Right,21.3,Fast,Bouncer,Rangana Herath,0
Brisbane,ODI,Right,21.4,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,21.6,Fast,Inswinger,Rangana Herath,2
Brisbane,ODI,Right,22.2,Fast,Straight Seam,Thisara Perera,0
Brisbane,ODI,Right,22.3,Fast,Inswinger,Thisara Perera,0
Brisbane,ODI,Right,22.4,Fast,Bouncer,Thisara Perera,0
Brisbane,ODI,Right,22.5,Fast,Straight Seam,Thisara Perera,2
Brisbane,ODI,Right,22.6,Fast,Straight Seam,Thisara Perera,1
Brisbane,ODI,Right,23.1,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,23.4,Fast,Inswinger,Rangana Herath,4
Brisbane,ODI,Right,23.5,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,24.1,Fast,Straight Seam,Lasith Malinga,0
Brisbane,ODI,Right,24.2,Fast,Bouncer,Lasith Malinga,2
Brisbane,ODI,Right,24.3,Fast,Straight Seam,Lasith Malinga,1
Brisbane,ODI,Right,24.5,Fast,Straight Seam,Lasith Malinga,2
Brisbane,ODI,Right,24.6,Fast,Inswinger,Lasith Malinga,1
Brisbane,ODI,Right,25.1,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,25.3,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,25.6,Fast,Bouncer,Rangana Herath,1
Brisbane,ODI,Right,26.1,Fast,Straight Seam,Lasith Malinga,1
Brisbane,ODI,Right,26.4,Fast,Straight Seam,Lasith Malinga,2
Brisbane,ODI,Right,26.5,Fast,Straight Seam,Lasith Malinga,1
Brisbane,ODI,Right,27.1,Fast,Inswinger,Rangana Herath,0
Brisbane,ODI,Right,27.2,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,27.6,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,28.1,Fast,Straight Seam,Farveez Mahroof,2
Brisbane,ODI,Right,28.2,Fast,Straight Seam,Farveez Mahroof,1
Brisbane,ODI,Right,28.6,Fast,Straight Seam,Farveez Mahroof,1
Brisbane,ODI,Right,29.1,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,29.3,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,29.6,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,30.1,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,30.2,Fast,Bouncer,Farveez Mahroof,1
Brisbane,ODI,Right,30.6,Fast,Straight Seam,Farveez Mahroof,1
Brisbane,ODI,Right,31.1,Fast,Inswinger,Rangana Herath,1
Brisbane,ODI,Right,31.4,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,32.1,Fast,Straight Seam,Farveez Mahroof,0
Brisbane,ODI,Right,32.2,Fast,Straight Seam,Farveez Mahroof,1
Brisbane,ODI,Right,32.4,Fast,Straight Seam,Farveez Mahroof,1
Brisbane,ODI,Right,32.6,Fast,Bouncer,Farveez Mahroof,0
Brisbane,ODI,Right,33.3,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,33.5,Fast,Inswinger,Rangana Herath,0
Brisbane,ODI,Right,33.6,Fast,Straight Seam,Rangana Herath,1
Brisbane,ODI,Right,34.1,Fast,Straight Seam,Farveez Mahroof,1
Brisbane,ODI,Right,35.1,Fast,Straight Seam,Thisara Perera,2
Brisbane,ODI,Right,35.2,Fast,Straight Seam,Thisara Perera,4
Brisbane,ODI,Right,35.3,Fast,Bouncer,Thisara Perera,W
Sydney,ODI,Right,7.2,Fast,Straight Seam,Ben Hilfenhaus,2
Sydney,ODI,Right,7.3,Fast,Full Toss,Ben Hilfenhaus,0
Sydney,ODI,Right,7.4,Fast,Straight Seam,Ben Hilfenhaus,0
Sydney,ODI,Right,7.5,Fast,Inswinger,Ben Hilfenhaus,0
Sydney,ODI,Right,7.6,Fast,Straight Seam,Ben Hilfenhaus,4
Sydney,ODI,Right,8.2,Fast,Straight Seam,Clint Mckay,2
Sydney,ODI,Right,8.3,Fast,Outswinger,Clint Mckay,0
Sydney,ODI,Right,8.3,Fast,Straight Seam,Clint Mckay,4
Sydney,ODI,Right,8.4,Fast,Bouncer,Clint Mckay,0
Sydney,ODI,Right,8.5,Fast,Straight Seam,Clint Mckay,0
Sydney,ODI,Right,8.6,Fast,Inswinger,Clint Mckay,0
Sydney,ODI,Right,10.1,Fast,Inswinger,Clint Mckay,0
Sydney,ODI,Right,10.2,Fast,Inswinger,Clint Mckay,0
Sydney,ODI,Right,10.3,Fast,Straight Seam,Clint Mckay,1
Sydney,ODI,Right,11.1,Fast,Outswinger,Michael Hussey,0
Sydney,ODI,Right,11.2,Fast,Bouncer,Michael Hussey,1
Sydney,ODI,Right,11.4,Fast,Straight Seam,Michael Hussey,1
Sydney,ODI,Right,12.2,Fast,Slower Ball,Clint Mckay,1
Sydney,ODI,Right,13.1,Fast,Straight Seam,Michael Hussey,1
Sydney,ODI,Right,13.3,Fast,Straight Seam,Michael Hussey,0
Sydney,ODI,Right,13.4,Fast,Bouncer,Michael Hussey,1
Sydney,ODI,Right,14.1,Fast,Straight Seam,Den Christian,1
Sydney,ODI,Right,14.5,Fast,Bouncer,Den Christian,1
Sydney,ODI,Right,15.1,Fast,Inswinger,Shane Watson,0
Sydney,ODI,Right,15.2,Fast,Straight Seam,Shane Watson,0
Sydney,ODI,Right,15.3,Fast,Inswinger,Shane Watson,1
Sydney,ODI,Right,15.6,Fast,Slower Ball,Shane Watson,W
Hobart,ODI,Right,9.6,Fast,Slower Ball,Lasith Malinga,4
Hobart,ODI,Right,10.2,Fast,Inswinger,Farveez Mahroof,0
Hobart,ODI,Right,10.3,Fast,Straight Seam,Farveez Mahroof,0
Hobart,ODI,Right,10.4,Fast,Straight Seam,Farveez Mahroof,0
Hobart,ODI,Right,10.5,Fast,Outswinger,Farveez Mahroof,1
Hobart,ODI,Right,11.1,Fast,Straight Seam,Thisara Perera,2
Hobart,ODI,Right,11.2,Fast,Outswinger,Thisara Perera,1
Hobart,ODI,Right,11.3,Fast,Straight Seam,Thisara Perera,4
Hobart,ODI,Right,11.5,Fast,Bouncer,Thisara Perera,2
Hobart,ODI,Right,11.6,Fast,Straight Seam,Thisara Perera,0
Hobart,ODI,Right,12.2,Fast,Inswinger,Angelo Mathews,1
Hobart,ODI,Right,12.4,Fast,Straight Seam,Angelo Mathews,0
Hobart,ODI,Right,12.5,Fast,Straight Seam,Angelo Mathews,0
Hobart,ODI,Right,12.6,Fast,Outswinger,Angelo Mathews,0
Hobart,ODI,Right,13.3,Fast,Straight Seam,Thisara Perera,1
Hobart,ODI,Right,13.5,Fast,Bouncer,Thisara Perera,1
Hobart,ODI,Right,14.2,Fast,Inswinger,Angelo Mathews,1
Hobart,ODI,Right,14.5,Fast,Inswinger,Angelo Mathews,0
Hobart,ODI,Right,14.6,Fast,Inswinger,Angelo Mathews,2
Hobart,ODI,Right,15.4,Fast,Straight Seam,Thisara Perera,1
Hobart,ODI,Right,16.3,Fast,Straight Seam,Angelo Mathews,0
Hobart,ODI,Right,16.4,Fast,Bouncer,Angelo Mathews,1
Hobart,ODI,Right,16.6,Fast,Straight Seam,Angelo Mathews,0
Hobart,ODI,Right,17.2,Fast,Straight Seam,Thisara Perera,4
Hobart,ODI,Right,17.3,Fast,Inswinger,Thisara Perera,0
Hobart,ODI,Right,17.4,Fast,Straight Seam,Thisara Perera,0
Hobart,ODI,Right,17.5,Fast,Inswinger,Thisara Perera,1
Hobart,ODI,Right,18.2,Fast,Straight Seam,Angelo Mathews,6
Hobart,ODI,Right,18.3,Fast,Outswinger,Angelo Mathews,0
Hobart,ODI,Right,18.4,Fast,Straight Seam,Angelo Mathews,1
Hobart,ODI,Right,19.1,Fast,Straight Seam,Thisara Perera,1
Hobart,ODI,Right,19.3,Fast,Inswinger,Thisara Perera,0
Hobart,ODI,Right,19.4,Fast,Straight Seam,Thisara Perera,2
Hobart,ODI,Right,19.5,Fast,Straight Seam,Thisara Perera,2
Hobart,ODI,Right,19.6,Fast,Inswinger,Thisara Perera,1
Hobart,ODI,Right,20.1,Fast,Inswinger,Rangana Herath,2
Hobart,ODI,Right,20.2,Fast,Straight Seam,Rangana Herath,0
Hobart,ODI,Right,20.3,Fast,Inswinger,Rangana Herath,1
Hobart,ODI,Right,20.5,Fast,Straight Seam,Rangana Herath,1
Hobart,ODI,Right,21.2,Fast,Outswinger,Nuwan Kulasekara,1
Hobart,ODI,Right,21.5,Fast,Straight Seam,Nuwan Kulasekara,1
Hobart,ODI,Right,22.3,Fast,Bouncer,Rangana Herath,1
Hobart,ODI,Right,22.6,Fast,Bouncer,Rangana Herath,1
Hobart,ODI,Right,23.1,Fast,Straight Seam,Nuwan Kulasekara,2
Hobart,ODI,Right,23.2,Fast,Bouncer,Nuwan Kulasekara,1
Hobart,ODI,Right,23.4,Fast,Straight Seam,Nuwan Kulasekara,0
Hobart,ODI,Right,23.5,Fast,Straight Seam,Nuwan Kulasekara,2
Hobart,ODI,Right,23.6,Fast,Straight Seam,Nuwan Kulasekara,0
Hobart,ODI,Right,24.3,Fast,Inswinger,Rangana Herath,1
Hobart,ODI,Right,24.5,Fast,Straight Seam,Rangana Herath,0
Hobart,ODI,Right,24.6,Fast,Straight Seam,Rangana Herath,1
Hobart,ODI,Right,25.1,Fast,Inswinger,Angelo Mathews,1
Hobart,ODI,Right,25.5,Fast,Inswinger,Angelo Mathews,1
Hobart,ODI,Right,26.3,Fast,Straight Seam,Rangana Herath,1
Hobart,ODI,Right,27.3,Fast,Bouncer,Angelo Mathews,1
Hobart,ODI,Right,27.4,Fast,Straight Seam,Angelo Mathews,2
Hobart,ODI,Right,27.5,Fast,Straight Seam,Angelo Mathews,4
Hobart,ODI,Right,27.6,Fast,Straight Seam,Angelo Mathews,1
Hobart,ODI,Right,28.1,Fast,Bouncer,Nuwan Kulasekara,1
Hobart,ODI,Right,28.4,Fast,Yorker,Nuwan Kulasekara,1
Hobart,ODI,Right,29.1,Fast,Straight Seam,Lasith Malinga,4
Hobart,ODI,Right,29.2,Fast,Yorker,Lasith Malinga,1
Hobart,ODI,Right,29.6,Fast,Straight Seam,Lasith Malinga,0
Hobart,ODI,Right,30.3,Fast,Inswinger,Nuwan Kulasekara,2
Hobart,ODI,Right,30.4,Fast,Straight Seam,Nuwan Kulasekara,4
Hobart,ODI,Right,30.5,Fast,Straight Seam,Nuwan Kulasekara,4
Hobart,ODI,Right,31.4,Fast,Inswinger,Thisara Perera,1
Hobart,ODI,Right,31.6,Fast,Straight Seam,Thisara Perera,4
Hobart,ODI,Right,32.2,Fast,Straight Seam,Lasith Malinga,1
Hobart,ODI,Right,32.5,Fast,Inswinger,Lasith Malinga,1
Hobart,ODI,Right,33.1,Fast,Straight Seam,Thisara Perera,2
Hobart,ODI,Right,33.2,Fast,Inswinger,Thisara Perera,0
Hobart,ODI,Right,33.3,Fast,Inswinger,Thisara Perera,1
Hobart,ODI,Right,33.5,Fast,Straight Seam,Thisara Perera,1
Hobart,ODI,Right,34.1,Fast,Outswinger,Lasith Malinga,2
Hobart,ODI,Right,34.2,Fast,Straight Seam,Lasith Malinga,6
Hobart,ODI,Right,34.3,Fast,Bouncer,Lasith Malinga,4
Hobart,ODI,Right,34.4,Fast,Bouncer,Lasith Malinga,4
Hobart,ODI,Right,34.5,Fast,Straight Seam,Lasith Malinga,4
Hobart,ODI,Right,34.6,Fast,Inswinger,Lasith Malinga,4
Hobart,ODI,Right,35.3,Fast,Straight Seam,Angelo Mathews,1
Hobart,ODI,Right,35.5,Fast,Bouncer,Angelo Mathews,1
Hobart,ODI,Right,36.1,Fast,Inswinger,Lasith Malinga,4
Hobart,ODI,Right,36.2,Fast,Straight Seam,Lasith Malinga,1
Hobart,ODI,Right,36.3,Fast,Inswinger,Lasith Malinga,4
Hobart,ODI,Right,36.4,Fast,Straight Seam,Lasith Malinga,4
Mirpur,ODI,Right,5.4,Fast,Straight Seam,Suranga Lakmal,1
Mirpur,ODI,Right,6.1,Fast,Inswinger,Nuwan Kulasekara,0
Mirpur,ODI,Right,6.2,Fast,Straight Seam,Nuwan Kulasekara,0
Mirpur,ODI,Right,6.3,Fast,Outswinger,Nuwan Kulasekara,0
Mirpur,ODI,Right,6.4,Fast,Straight Seam,Nuwan Kulasekara,0
Mirpur,ODI,Right,6.5,Fast,Inswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,7.1,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,7.2,Fast,Inswinger,Suranga Lakmal,0
Mirpur,ODI,Right,7.3,Fast,Straight Seam,Suranga Lakmal,2
Mirpur,ODI,Right,7.4,Fast,Outswinger,Suranga Lakmal,0
Mirpur,ODI,Right,7.5,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,7.6,Fast,Outswinger,Suranga Lakmal,4
Mirpur,ODI,Right,8.3,Fast,Outswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,8.6,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,9.1,Fast,Outswinger,Suranga Lakmal,1
Mirpur,ODI,Right,9.6,Fast,Inswinger,Suranga Lakmal,2
Mirpur,ODI,Right,10.4,Fast,Straight Seam,T.Dilshan,0
Mirpur,ODI,Right,10.5,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,11.1,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,11.3,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,11.6,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,12.1,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,13.1,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,13.2,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,13.3,Fast,Outswinger,S.Prasanna,0
Mirpur,ODI,Right,13.4,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,14.5,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,15.2,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,15.4,Fast,Outswinger,Farveez Mahroof,0
Mirpur,ODI,Right,15.5,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,16.1,Fast,Outswinger,S.Prasanna,1
Mirpur,ODI,Right,16.4,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,16.6,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,17.1,Fast,Bouncer,Farveez Mahroof,0
Mirpur,ODI,Right,17.2,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,17.4,Fast,Inswinger,Farveez Mahroof,0
Mirpur,ODI,Right,17.5,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,17.6,Fast,Bouncer,Farveez Mahroof,0
Mirpur,ODI,Right,18.4,Fast,Straight Seam,Nuwan Kulasekara,0
Mirpur,ODI,Right,18.5,Fast,Inswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,19.3,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,20.1,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,20.4,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,20.6,Fast,Bouncer,T.Dilshan,1
Mirpur,ODI,Right,21.1,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,21.2,Fast,Bouncer,Farveez Mahroof,0
Mirpur,ODI,Right,21.3,Fast,Inswinger,Farveez Mahroof,1
Mirpur,ODI,Right,21.4,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,21.6,Fast,Inswinger,Farveez Mahroof,1
Mirpur,ODI,Right,22.1,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,22.5,Fast,Bouncer,T.Dilshan,1
Mirpur,ODI,Right,23.2,Fast,Bouncer,Farveez Mahroof,1
Mirpur,ODI,Right,23.4,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,23.5,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,24.1,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,24.3,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,24.5,Fast,Inswinger,T.Dilshan,0
Mirpur,ODI,Right,24.6,Fast,Bouncer,T.Dilshan,0
Mirpur,ODI,Right,25.2,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,25.4,Fast,Bouncer,S.Prasanna,1
Mirpur,ODI,Right,26.1,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,26.3,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,26.6,Fast,Straight Seam,T.Dilshan,4
Mirpur,ODI,Right,27.5,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,28.2,Fast,Straight Seam,T.Dilshan,0
Mirpur,ODI,Right,28.3,Fast,Bouncer,T.Dilshan,1
Mirpur,ODI,Right,28.5,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,29.2,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,29.3,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,29.4,Fast,Bouncer,S.Prasanna,4
Mirpur,ODI,Right,29.5,Fast,Bouncer,S.Prasanna,0
Mirpur,ODI,Right,29.6,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,30.2,Fast,Straight Seam,T.Dilshan,4
Mirpur,ODI,Right,30.3,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,30.5,Fast,Inswinger,T.Dilshan,0
Mirpur,ODI,Right,30.6,Fast,Straight Seam,T.Dilshan,2
Mirpur,ODI,Right,31.2,Fast,Bouncer,S.Prasanna,0
Mirpur,ODI,Right,31.3,Fast,Inswinger,S.Prasanna,0
Mirpur,ODI,Right,31.4,Fast,Straight Seam,S.Prasanna,2
Mirpur,ODI,Right,31.5,Fast,Bouncer,S.Prasanna,1
Mirpur,ODI,Right,32.2,Fast,Straight Seam,T.Dilshan,2
Mirpur,ODI,Right,32.3,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,32.5,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,33.1,Fast,Bouncer,S.Prasanna,2
Mirpur,ODI,Right,33.2,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,33.3,Fast,Inswinger,S.Prasanna,2
Mirpur,ODI,Right,33.4,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,33.6,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,34.2,Fast,Bouncer,C. kapugedera ,0
Mirpur,ODI,Right,34.3,Fast,Straight Seam,C. kapugedera ,0
Mirpur,ODI,Right,34.4,Fast,Inswinger,C. kapugedera ,1
Mirpur,ODI,Right,34.6,Fast,Bouncer,C. kapugedera ,4
Mirpur,ODI,Right,35.4,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,35.6,Fast,Inswinger,Farveez Mahroof,0
Mirpur,ODI,Right,36.2,Fast,Straight Seam,Suranga Lakmal,4
Mirpur,ODI,Right,36.3,Fast,Bouncer,Suranga Lakmal,0
Mirpur,ODI,Right,36.4,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,36.5,Fast,Bouncer,Suranga Lakmal,1
Mirpur,ODI,Right,37.1,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,37.2,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,37.4,Fast,Inswinger,Farveez Mahroof,1
Mirpur,ODI,Right,38.2,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,38.3,Fast,Straight Seam,Suranga Lakmal,1
Mirpur,ODI,Right,38.5,Fast,Bouncer,Suranga Lakmal,2
Mirpur,ODI,Right,38.6,Fast,Straight Seam,Suranga Lakmal,2
Mirpur,ODI,Right,39.2,Fast,Inswinger,Nuwan Kulasekara,2
Mirpur,ODI,Right,39.3,Fast,Inswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,39.5,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,40.1,Fast,Bouncer,Farveez Mahroof,1
Mirpur,ODI,Right,40.4,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,41.1,Fast,Inswinger,Nuwan Kulasekara,0
Mirpur,ODI,Right,41.2,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,41.3,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,41.4,Fast,Inswinger,Farveez Mahroof,4
